# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
133 0.000000 0 0.7838 0.5189 0.3413 0.9627 0.3586 0.0000 803.115 26.812 295.239
134 0.000000 0 0.7837 0.5190 0.3413 0.9627 0.3586 0.0000 803.157 26.825 295.214
135 0.000000 0 0.7837 0.5190 0.3412 0.9627 0.3586 0.0000 803.197 26.836 295.190
136 0.000000 0 0.7837 0.5191 0.3412 0.9627 0.3586 0.0000 803.229 26.845 295.170
137 0.000000 0 0.7836 0.5191 0.3412 0.9627 0.3586 0.0000 803.264 26.855 295.148
138 0.000000 0 0.7836 0.5192 0.3412 0.9627 0.3586 0.0000 803.307 26.868 295.121
139 0.000000 0 0.7836 0.5192 0.3412 0.9627 0.3586 0.0000 803.347 26.882 295.095
140 0.000000 0 0.7835 0.5193 0.3412 0.9627 0.3586 0.0000 803.380 26.895 295.073
141 0.000000 0 0.7835 0.5193 0.3412 0.9627 0.3586 0.0000 803.408 26.907 295.054
142 0.000000 0 0.7835 0.5193 0.3412 0.9627 0.3586 0.0000 803.412 26.908 295.051
143 0.000000 0 0.7835 0.5193 0.3412 0.9627 0.3586 0.0000 803.431 26.917 295.038
144 0.000000 0 0.7835 0.5194 0.3412 0.9627 0.3586 0.0000 803.463 26.933 295.016
145 0.000000 0 0.7835 0.5194 0.3412 0.9627 0.3586 0.0000 803.483 26.943 295.001
146 0.000000 0 0.7835 0.5194 0.3412 0.9627 0.3586 0.0000 803.494 26.949 294.993
147 0.000000 0 0.7834 0.5194 0.3412 0.9627 0.3586 0.0000 803.504 26.954 294.986
148 0.000000 0 0.7834 0.5195 0.3412 0.9627 0.3586 0.0000 803.525 26.966 294.970
149 0.000000 0 0.7834 0.5195 0.3412 0.9627 0.3586 0.0000 803.545 26.977 294.955
150 0.000000 0 0.7834 0.5195 0.3412 0.9627 0.3586 0.0000 803.555 26.983 294.948
151 0.000000 0 0.7834 0.5195 0.3412 0.9627 0.3586 0.0000 803.576 26.995 294.932
152 0.000000 0 0.7834 0.5196 0.3412 0.9627 0.3586 0.0000 803.596 27.006 294.917
153 0.000000 0 0.7834 0.5196 0.3412 0.9627 0.3586 0.0000 803.606 27.012 294.909
154 0.000000 0 0.7833 0.5196 0.3412 0.9627 0.3586 0.0000 803.626 27.024 294.893
155 0.000000 0 0.7833 0.5196 0.3412 0.9627 0.3586 0.0000 803.627 27.024 294.893
156 0.000000 0 0.7833 0.5196 0.3412 0.9627 0.3586 0.0000 803.646 27.035 294.878
157 0.000000 0 0.7833 0.5197 0.3412 0.9627 0.3586 0.0000 803.667 27.046 294.862
158 0.000000 0 0.7833 0.5197 0.3412 0.9627 0.3586 0.0000 803.667 27.047 294.861
159 0.000000 0 0.7833 0.5197 0.3411 0.9627 0.3586 0.0000 803.696 27.062 294.838
160 0.000000 0 0.7833 0.5197 0.3411 0.9627 0.3586 0.0000 803.697 27.062 294.838
161 0.000000 0 0.7833 0.5197 0.3411 0.9627 0.3586 0.0000 803.716 27.072 294.822
162 0.000000 0 0.7832 0.5198 0.3411 0.9627 0.3586 0.0000 803.737 27.082 294.807
163 0.000000 0 0.7832 0.5198 0.3411 0.9627 0.3586 0.0000 803.737 27.082 294.806
164 0.000000 0 0.7832 0.5198 0.3411 0.9627 0.3586 0.0000 803.757 27.091 294.790
