# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
124 8.3646 866.393200 0.004578 1.30900002 127.994293 22.357410 127.904305 0.000000 0.000000
125 8.3586 866.401559 0.004578 1.30900002 127.994255 22.357410 127.904327 0.000000 0.000000
126 8.3210 866.409880 0.004578 1.30900002 127.994225 22.357410 127.904343 0.000000 0.000000
127 8.3167 866.418197 0.004578 1.30900002 127.994202 22.357409 127.904373 0.000000 0.000000
128 8.3577 866.426554 0.004578 1.30900002 127.994164 22.357407 127.904388 0.000000 0.000000
129 8.3547 866.434909 0.004578 1.30900002 127.994133 22.357407 127.904411 0.000000 0.000000
130 8.3512 866.443260 0.004578 1.30900002 127.994110 22.357407 127.904434 0.000000 0.000000
131 8.2915 866.451552 0.004578 1.30900002 127.994072 22.357405 127.904465 0.000000 0.000000
132 8.2966 866.459848 0.004578 1.30900002 127.994049 22.357403 127.904488 0.000000 0.000000
133 8.5810 866.468429 0.004578 1.30900002 127.994019 22.357401 127.904510 0.000000 0.000000
134 8.3189 866.476748 0.004578 1.30900002 127.993980 22.357399 127.904526 0.000000 0.000000
135 8.2895 866.485038 0.004578 1.30900002 127.993950 22.357399 127.904549 0.000000 0.000000
136 8.1820 866.493220 0.004578 1.30900002 127.993919 22.357399 127.904572 0.000000 0.000000
137 8.3071 866.501527 0.004578 1.30900002 127.993889 22.357397 127.904602 0.000000 0.000000
138 8.3802 866.509907 0.004578 1.30900002 127.993866 22.357395 127.904617 0.000000 0.000000
139 8.2672 866.518174 0.004578 1.30900002 127.993828 22.357393 127.904640 0.000000 0.000000
140 8.6122 866.526786 0.004578 1.30900002 127.993805 22.357395 127.904671 0.000000 0.000000
141 16.4960 866.543282 0.004578 1.30900002 127.993736 22.357391 127.904709 0.000000 0.000000
142 1.0104 866.544293 0.004578 1.30900002 127.993729 22.357391 127.904716 0.000000 0.000000
143 7.2256 866.551518 0.004578 1.30900002 127.993706 22.357388 127.904739 0.000000 0.000000
144 8.3455 866.559864 0.004578 1.30900002 127.993683 22.357388 127.904755 0.000000 0.000000
145 8.3272 866.568191 0.004578 1.30900002 127.993652 22.357388 127.904785 0.000000 0.000000
146 8.3183 866.576509 0.004578 1.30900002 127.993622 22.357388 127.904808 0.000000 0.000000
147 8.3795 866.584889 0.004578 1.30900002 127.993584 22.357386 127.904823 0.000000 0.000000
148 8.5707 866.593460 0.004578 1.30900002 127.993561 22.357384 127.904846 0.000000 0.000000
149 8.0822 866.601542 0.004578 1.30900002 127.993523 22.357384 127.904869 0.000000 0.000000
150 8.3264 866.609868 0.004578 1.30900002 127.993492 22.357384 127.904892 0.000000 0.000000
151 8.3427 866.618211 0.004578 1.30900002 127.993462 22.357382 127.904922 0.000000 0.000000
152 8.3460 866.626557 0.004578 1.30900002 127.993431 22.357380 127.904938 0.000000 0.000000
153 8.3072 866.634864 0.004578 1.30900002 127.993401 22.357378 127.904961 0.000000 0.000000
154 8.3744 866.643238 0.004578 1.30900002 127.993378 22.357376 127.904984 0.000000 0.000000
155 8.2988 866.651537 0.004578 1.30900002 127.993340 22.357376 127.905014 0.000000 0.000000
156 8.3172 866.659854 0.004578 1.30900002 127.993317 22.357376 127.905037 0.000000 0.000000
157 8.3558 866.668210 0.004578 1.30900002 127.993279 22.357374 127.905060 0.000000 0.000000
158 8.4228 866.676633 0.004578 1.30900002 127.993248 22.357372 127.905083 0.000000 0.000000
159 8.2673 866.684900 0.004578 1.30900002 127.993217 22.357372 127.905098 0.000000 0.000000
160 8.3260 866.693226 0.004578 1.30900002 127.993187 22.357372 127.905121 0.000000 0.000000
161 8.2846 866.701511 0.004578 1.30900002 127.993156 22.357370 127.905151 0.000000 0.000000
162 8.3679 866.709879 0.004578 1.30900002 127.993126 22.357368 127.905167 0.000000 0.000000
163 8.3193 866.718198 0.004578 1.30900002 127.993103 22.357367 127.905197 0.000000 0.000000
