# call qx qy qz carve_dist ground_y above_ground path_m path_measured darkness
295 809.038 27.862 291.091 +0.424246 27.806 1 0.000 0 0.000000
296 809.059 27.872 291.077 +0.418129 27.816 1 0.000 0 0.000000
297 809.079 27.882 291.063 +0.412004 27.826 1 0.000 0 0.000000
298 809.079 27.882 291.063 +0.412004 27.826 1 0.000 0 0.000000
299 809.119 27.902 291.034 +0.399725 27.845 1 0.000 0 0.000000
300 809.119 27.902 291.034 +0.399725 27.845 1 0.000 0 0.000000
301 809.139 27.911 291.019 +0.393679 27.855 1 0.000 0 0.000000
302 809.139 27.911 291.019 +0.393679 27.855 1 0.000 0 0.000000
303 809.159 27.921 291.005 +0.387556 27.865 1 0.000 0 0.000000
304 809.178 27.931 290.990 +0.381420 27.875 1 0.000 0 0.000000
305 809.178 27.931 290.990 +0.381420 27.875 1 0.000 0 0.000000
306 809.198 27.941 290.976 +0.375277 27.884 1 0.000 0 0.000000
307 809.198 27.941 290.976 +0.375277 27.884 1 0.000 0 0.000000
308 809.198 27.941 290.976 +0.375277 27.884 1 0.000 0 0.000000
309 809.218 27.951 290.961 +0.369125 27.894 1 0.000 0 0.000000
310 809.218 27.951 290.961 +0.369125 27.894 1 0.000 0 0.000000
311 809.238 27.961 290.946 +0.362976 27.904 1 0.000 0 0.000000
312 809.238 27.961 290.946 +0.362976 27.904 1 0.000 0 0.000000
313 809.258 27.970 290.932 +0.356808 27.914 1 0.000 0 0.000000
314 809.278 27.980 290.917 +0.350645 27.924 1 0.000 0 0.000000
315 809.298 27.990 290.903 +0.344473 27.934 1 0.000 0 0.000000
316 809.298 27.990 290.903 +0.344473 27.934 1 0.000 0 0.000000
317 809.317 28.000 290.888 +0.338278 27.943 1 0.000 0 0.000000
318 809.317 28.000 290.888 +0.338278 27.943 1 0.000 0 0.000000
319 809.337 28.010 290.873 +0.332088 27.953 1 0.000 0 0.000000
320 809.337 28.010 290.873 +0.332088 27.953 1 0.000 0 0.000000
321 809.357 28.020 290.859 +0.325886 27.963 1 0.000 0 0.000000
322 809.377 28.030 290.844 +0.319677 27.973 1 0.000 0 0.000000
323 809.377 28.030 290.844 +0.319677 27.973 1 0.000 0 0.000000
324 809.396 28.039 290.829 +0.313465 27.983 1 0.000 0 0.000000
325 809.396 28.039 290.829 +0.313465 27.983 1 0.000 0 0.000000
326 809.416 28.049 290.814 +0.307228 27.993 1 0.000 0 0.000000
327 809.416 28.049 290.814 +0.307228 27.993 1 0.000 0 0.000000
328 809.436 28.059 290.800 +0.300999 28.003 1 0.000 0 0.000000
329 809.455 28.069 290.785 +0.294762 28.013 1 0.000 0 0.000000
330 809.475 28.079 290.770 +0.288502 28.023 1 0.000 0 0.000000
331 809.475 28.079 290.770 +0.288502 28.023 1 0.000 0 0.000000
332 809.495 28.089 290.755 +0.282417 28.033 1 0.000 0 0.000000
333 809.495 28.089 290.755 +0.282417 28.033 1 0.000 0 0.000000
334 809.514 28.099 290.740 +0.276264 28.043 1 0.000 0 0.000000
335 809.514 28.099 290.740 +0.276264 28.043 1 0.000 0 0.000000
336 809.534 28.109 290.725 +0.270105 28.053 1 0.000 0 0.000000
337 809.554 28.118 290.710 +0.263924 28.063 1 0.000 0 0.000000
338 809.554 28.118 290.710 +0.263924 28.063 1 0.000 0 0.000000
339 809.573 28.128 290.695 +0.257751 28.073 1 0.000 0 0.000000
340 809.593 28.138 290.680 +0.251558 28.083 1 0.000 0 0.000000
341 809.593 28.138 290.680 +0.251558 28.083 1 0.000 0 0.000000
342 809.612 28.148 290.665 +0.245358 28.093 1 0.000 0 0.000000
343 809.612 28.148 290.665 +0.245358 28.093 1 0.000 0 0.000000
344 809.651 28.168 290.636 +0.232807 28.113 1 0.000 0 0.000000
345 809.651 28.168 290.636 +0.232807 28.113 1 0.000 0 0.000000
346 809.671 28.178 290.621 +0.226215 28.123 1 0.000 0 0.000000
347 809.671 28.178 290.621 +0.226215 28.123 1 0.000 0 0.000000
348 809.690 28.188 290.606 +0.220312 28.133 1 0.000 0 0.000000
349 809.690 28.188 290.606 +0.220312 28.133 1 0.000 0 0.000000
350 809.709 28.198 290.591 +0.213928 28.143 1 0.000 0 0.000000
351 809.709 28.198 290.591 +0.213928 28.143 1 0.000 0 0.000000
352 809.729 28.208 290.576 +0.207544 28.153 1 0.000 0 0.000000
353 809.729 28.208 290.576 +0.207544 28.153 1 0.000 0 0.000000
354 809.748 28.218 290.561 +0.201145 28.163 1 0.000 0 0.000000
355 809.767 28.228 290.546 +0.194736 28.173 1 0.000 0 0.000000
356 809.787 28.238 290.531 +0.188318 28.183 1 0.000 0 0.000000
357 809.787 28.238 290.531 +0.188318 28.183 1 0.000 0 0.000000
358 809.806 28.248 290.516 +0.181898 28.193 1 0.000 0 0.000000
359 809.806 28.248 290.516 +0.181898 28.193 1 0.000 0 0.000000
360 809.825 28.258 290.501 +0.175453 28.203 1 0.000 0 0.000000
361 809.825 28.258 290.501 +0.175453 28.203 1 0.000 0 0.000000
362 809.844 28.268 290.486 +0.169014 28.213 1 0.000 0 0.000000
363 809.844 28.268 290.486 +0.169014 28.213 1 0.000 0 0.000000
364 809.863 28.278 290.471 +0.162560 28.223 1 0.000 0 0.000000
365 809.863 28.278 290.471 +0.162560 28.223 1 0.000 0 0.000000
