# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
64 8.3790 865.727184 0.004578 1.30900002 127.996178 22.357483 127.902885 0.000000 0.000000
65 8.5700 865.735754 0.004578 1.30900002 127.996147 22.357481 127.902908 0.000000 0.000000
66 8.0511 865.743805 0.004578 1.30900002 127.996109 22.357479 127.902924 0.000000 0.000000
67 8.3262 865.752131 0.004578 1.30900002 127.996086 22.357479 127.902954 0.000000 0.000000
68 8.3457 865.760477 0.004578 1.30900002 127.996056 22.357479 127.902977 0.000000 0.000000
69 8.5743 865.769051 0.004578 1.30900002 127.996025 22.357477 127.903000 0.000000 0.000000
70 8.4189 865.777470 0.004578 1.30900002 127.995995 22.357475 127.903023 0.000000 0.000000
71 8.0123 865.785483 0.004578 1.30900002 127.995964 22.357475 127.903046 0.000000 0.000000
72 8.2898 865.793772 0.004578 1.30900002 127.995926 22.357473 127.903076 0.000000 0.000000
73 8.6152 865.802388 0.004578 1.30900002 127.995911 22.357471 127.903091 0.000000 0.000000
74 8.1102 865.810498 0.004578 1.30900002 127.995865 22.357470 127.903107 0.000000 0.000000
75 8.2878 865.818786 0.004578 1.30900002 127.995842 22.357470 127.903137 0.000000 0.000000
76 8.5659 865.827352 0.004578 1.30900002 127.995811 22.357468 127.903160 0.000000 0.000000
77 8.1224 865.835474 0.004578 1.30900002 127.995773 22.357468 127.903175 0.000000 0.000000
78 8.5670 865.844041 0.004578 1.30900002 127.995743 22.357468 127.903198 0.000000 0.000000
79 8.3631 865.852404 0.004578 1.30900002 127.995712 22.357464 127.903229 0.000000 0.000000
80 8.0656 865.860470 0.004578 1.30900002 127.995689 22.357464 127.903244 0.000000 0.000000
81 8.3763 865.868846 0.004578 1.30900002 127.995659 22.357462 127.903275 0.000000 0.000000
82 8.4893 865.877335 0.004578 1.30900002 127.995621 22.357460 127.903297 0.000000 0.000000
83 8.1387 865.885474 0.004578 1.30900002 127.995590 22.357458 127.903320 0.000000 0.000000
84 8.2812 865.893755 0.004578 1.30900002 127.995567 22.357460 127.903336 0.000000 0.000000
85 9.2551 865.903010 0.004578 1.30900002 127.995529 22.357456 127.903366 0.000000 0.000000
86 15.8096 865.918820 0.004578 1.30900002 127.995468 22.357456 127.903412 0.000000 0.000000
87 2.3909 865.921211 0.004578 1.30900002 127.995468 22.357456 127.903419 0.000000 0.000000
88 5.9439 865.927155 0.004578 1.30900002 127.995438 22.357456 127.903427 0.000000 0.000000
89 8.5730 865.935728 0.004578 1.30900002 127.995415 22.357454 127.903458 0.000000 0.000000
90 8.2924 865.944020 0.004578 1.30900002 127.995377 22.357452 127.903473 0.000000 0.000000
91 8.0923 865.952112 0.004578 1.30900002 127.995354 22.357452 127.903503 0.000000 0.000000
92 8.3224 865.960435 0.004578 1.30900002 127.995316 22.357452 127.903519 0.000000 0.000000
93 8.3162 865.968751 0.004578 1.30900002 127.995293 22.357450 127.903549 0.000000 0.000000
94 8.3191 865.977070 0.004578 1.30900002 127.995255 22.357449 127.903572 0.000000 0.000000
95 8.6629 865.985733 0.004578 1.30900002 127.995224 22.357445 127.903587 0.000000 0.000000
96 8.3751 865.994108 0.004578 1.30900002 127.995193 22.357445 127.903610 0.000000 0.000000
97 8.0564 866.002164 0.004578 1.30900002 127.995171 22.357445 127.903641 0.000000 0.000000
98 8.3087 866.010473 0.004578 1.30900002 127.995140 22.357445 127.903664 0.000000 0.000000
99 8.5560 866.019029 0.004578 1.30900002 127.995110 22.357443 127.903687 0.000000 0.000000
100 8.4210 866.027450 0.004578 1.30900002 127.995079 22.357441 127.903702 0.000000 0.000000
101 7.9985 866.035449 0.004578 1.30900002 127.995049 22.357441 127.903732 0.000000 0.000000
102 8.3320 866.043781 0.004578 1.30900002 127.995018 22.357439 127.903755 0.000000 0.000000
103 8.5637 866.052344 0.004578 1.30900002 127.994987 22.357439 127.903778 0.000000 0.000000
104 8.3420 866.060686 0.004578 1.30900002 127.994949 22.357437 127.903801 0.000000 0.000000
105 8.1138 866.068800 0.004578 1.30900002 127.994926 22.357435 127.903824 0.000000 0.000000
106 8.5660 866.077366 0.004578 1.30900002 127.994904 22.357433 127.903854 0.000000 0.000000
107 8.1513 866.085517 0.004578 1.30900002 127.994873 22.357435 127.903870 0.000000 0.000000
108 8.2769 866.093794 0.004578 1.30900002 127.994835 22.357433 127.903893 0.000000 0.000000
109 8.2990 866.102093 0.004578 1.30900002 127.994804 22.357431 127.903915 0.000000 0.000000
110 8.6466 866.110740 0.004578 1.30900002 127.994774 22.357430 127.903938 0.000000 0.000000
111 8.0767 866.118817 0.004578 1.30900002 127.994751 22.357430 127.903961 0.000000 0.000000
112 8.5617 866.127378 0.004578 1.30900002 127.994713 22.357428 127.903984 0.000000 0.000000
113 8.0905 866.135469 0.004578 1.30900002 127.994682 22.357428 127.904007 0.000000 0.000000
114 8.2914 866.143760 0.004578 1.30900002 127.994659 22.357426 127.904030 0.000000 0.000000
115 8.5754 866.152336 0.004578 1.30900002 127.994621 22.357422 127.904045 0.000000 0.000000
116 8.1295 866.160465 0.004578 1.30900002 127.994591 22.357422 127.904076 0.000000 0.000000
117 8.3022 866.168767 0.004578 1.30900002 127.994568 22.357422 127.904099 0.000000 0.000000
118 8.3567 866.177124 0.004578 1.30900002 127.994522 22.357422 127.904114 0.000000 0.000000
119 8.5581 866.185682 0.004578 1.30900002 127.994492 22.357418 127.904144 0.000000 0.000000
120 8.1164 866.193799 0.004578 1.30900002 127.994469 22.357418 127.904160 0.000000 0.000000
121 8.5672 866.202366 0.004578 1.30900002 127.994431 22.357418 127.904190 0.000000 0.000000
122 8.0982 866.210464 0.004578 1.30900002 127.994408 22.357416 127.904213 0.000000 0.000000
123 8.2810 866.218745 0.004578 1.30900002 127.994385 22.357414 127.904236 0.000000 0.000000
124 8.5990 866.227344 0.004578 1.30900002 127.994339 22.357414 127.904259 0.000000 0.000000
125 8.0884 866.235432 0.004578 1.30900002 127.994324 22.357412 127.904282 0.000000 0.000000
126 8.3350 866.243767 0.004578 1.30900002 127.994286 22.357410 127.904305 0.000000 0.000000
127 8.3077 866.252075 0.004578 1.30900002 127.994263 22.357410 127.904327 0.000000 0.000000
128 8.3697 866.260445 0.004578 1.30900002 127.994232 22.357410 127.904350 0.000000 0.000000
129 8.6019 866.269047 0.004578 1.30900002 127.994194 22.357409 127.904373 0.000000 0.000000
130 8.1499 866.277196 0.004578 1.30900002 127.994164 22.357407 127.904388 0.000000 0.000000
131 8.5405 866.285737 0.004578 1.30900002 127.994133 22.357405 127.904419 0.000000 0.000000
132 8.0400 866.293777 0.004578 1.30900002 127.994102 22.357407 127.904442 0.000000 0.000000
133 8.3377 866.302115 0.004578 1.30900002 127.994064 22.357405 127.904457 0.000000 0.000000
134 8.3216 866.310436 0.004578 1.30900002 127.994041 22.357403 127.904480 0.000000 0.000000
135 8.5965 866.319033 0.004578 1.30900002 127.994011 22.357401 127.904510 0.000000 0.000000
136 8.3152 866.327348 0.004578 1.30900002 127.993973 22.357399 127.904533 0.000000 0.000000
137 8.3437 866.335692 0.004578 1.30900002 127.993950 22.357399 127.904556 0.000000 0.000000
138 8.1947 866.343886 0.004578 1.30900002 127.993912 22.357399 127.904572 0.000000 0.000000
139 8.4359 866.352322 0.004578 1.30900002 127.993881 22.357397 127.904602 0.000000 0.000000
140 8.1540 866.360476 0.004578 1.30900002 127.993858 22.357395 127.904617 0.000000 0.000000
