# Daggerfall N per-frame log -- one line per PRESENTED frame.
# No readback, no settle, no cooldown: this instrument cannot
# quiet the thing it is pointed at. Between-frames motion is
# arithmetic on adjacent lines.
# frame dt_ms game_s speed fov_y eye_x eye_y eye_z yaw pitch
# DECIMATED 1:10 from the raw DFN_FRAME_LOG (the run presented ~1150 frames/s,
# so this keeps ~115 samples per second against a 60 Hz simulation tick --
# every tick is still sampled about twice, and the quantity claimed from this
# file is a SUSTAINED DISPLACEMENT (mm of eye travel) plus the SHAPE of a
# 0.15 s ramp, neither of which decimation can hide. It is NOT a per-frame
# meander like docs/FINDING_RUN_SMEAR.md, where every frame had to be kept.
980 0.7770 867.660422 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
990 0.7968 867.669022 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1000 0.7494 867.677707 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1010 0.6719 867.686498 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
1020 0.7957 867.694532 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1030 0.7813 867.703267 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1040 0.7363 867.712128 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1050 0.7447 867.720727 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1060 0.7633 867.729423 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1070 0.7692 867.737917 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
1080 0.7918 867.746653 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1090 0.7887 867.755210 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
1100 0.7238 867.763902 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1110 0.7258 867.772392 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1120 0.7889 867.781365 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1130 0.7151 867.790072 0.000000 1.30900002 128.000000 21.725426 127.900040 0.000000 0.000000
1140 0.8716 867.799050 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1150 0.8407 867.807848 0.000000 1.30900002 128.000000 21.725426 127.900047 0.000000 0.000000
1160 0.7795 867.816655 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1170 1.4153 867.826323 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1180 1.5684 867.834919 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1190 0.8384 867.843589 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1200 1.5450 867.852553 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1210 1.2031 867.861194 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1220 0.7203 867.870038 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1230 0.8978 867.879006 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1240 0.8295 867.887678 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1250 0.7990 867.896465 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1260 0.7355 867.905003 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1270 0.8192 867.913818 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1280 0.8136 867.922442 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1290 0.8254 867.931245 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1300 0.6951 867.940096 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1310 0.7837 867.948727 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1320 0.8519 867.957259 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1330 0.9272 867.966364 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1340 0.8697 867.974869 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1350 1.6443 867.984368 0.000000 1.30900002 128.000000 21.725426 127.900047 0.000000 0.000000
1360 1.4883 867.993233 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1370 0.8572 868.002014 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1380 0.7355 868.010561 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1390 0.6538 868.019038 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1400 0.7822 868.028186 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1410 0.7288 868.036704 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1420 0.7484 868.045247 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1430 0.8510 868.054078 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1440 0.8220 868.062770 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1450 0.8105 868.071484 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1460 0.8943 868.080271 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
1470 0.8095 868.088780 0.000000 1.30900002 128.000000 21.725428 127.900055 0.000000 0.000000
1480 0.8214 868.097690 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1490 0.8190 868.106376 0.000000 1.30900002 128.000000 21.725430 127.900055 0.000000 0.000000
1500 0.6759 868.115127 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1510 0.8643 868.123949 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1520 0.8325 868.132708 0.000000 1.30900002 128.000000 21.725426 127.900047 0.000000 0.000000
1530 0.8816 868.141491 0.000000 1.30900002 128.000000 21.725428 127.900040 0.000000 0.000000
1540 1.4283 868.150834 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1550 1.5189 868.159722 0.000000 1.30900002 128.000000 21.725428 127.900047 0.000000 0.000000
1560 0.9161 868.168369 0.000000 1.30900002 128.000000 21.725430 127.900047 0.000000 0.000000
