# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
189 0.000000 0 0.7808 0.5237 0.3406 0.9627 0.3586 0.0000 767.603 23.175 321.443
190 0.000000 0 0.7808 0.5237 0.3406 0.9627 0.3586 0.0000 767.603 23.188 321.443
191 0.000000 0 0.7808 0.5238 0.3406 0.9627 0.3586 0.0000 767.604 23.201 321.444
192 0.000000 0 0.7808 0.5238 0.3406 0.9627 0.3586 0.0000 767.604 23.213 321.445
193 0.000000 0 0.7808 0.5238 0.3406 0.9627 0.3586 0.0000 767.604 23.225 321.446
194 0.000000 0 0.7808 0.5238 0.3406 0.9627 0.3586 0.0000 767.604 23.236 321.447
195 0.000000 0 0.7808 0.5238 0.3406 0.9627 0.3586 0.0000 767.604 23.247 321.447
196 0.000000 0 0.7808 0.5238 0.3406 0.9627 0.3586 0.0000 767.605 23.265 321.449
197 0.000000 0 0.7807 0.5239 0.3406 0.9627 0.3586 0.0000 767.605 23.280 321.450
198 0.000000 0 0.7807 0.5239 0.3406 0.9627 0.3586 0.0000 767.606 23.293 321.451
199 0.000000 0 0.7807 0.5239 0.3406 0.9627 0.3586 0.0000 767.606 23.294 321.452
200 0.000000 0 0.7807 0.5239 0.3406 0.9627 0.3586 0.0000 767.607 23.307 321.453
201 0.000000 0 0.7807 0.5240 0.3406 0.9627 0.3586 0.0000 767.607 23.310 321.454
202 0.000000 0 0.7807 0.5240 0.3406 0.9627 0.3586 0.0000 767.608 23.313 321.454
203 0.000000 0 0.7807 0.5240 0.3406 0.9627 0.3586 0.0000 767.608 23.315 321.455
204 0.000000 0 0.7807 0.5240 0.3406 0.9627 0.3586 0.0000 767.609 23.317 321.455
205 0.000000 0 0.7807 0.5240 0.3406 0.9627 0.3586 0.0000 767.609 23.317 321.456
206 0.000000 0 0.7806 0.5240 0.3406 0.9627 0.3586 0.0000 767.609 23.317 321.456
207 0.000000 0 0.7806 0.5240 0.3406 0.9627 0.3586 0.0000 767.610 23.316 321.457
208 0.000000 0 0.7806 0.5241 0.3406 0.9627 0.3586 0.0000 767.610 23.315 321.457
209 0.000000 0 0.7806 0.5241 0.3406 0.9627 0.3586 0.0000 767.611 23.313 321.457
210 0.000000 0 0.7806 0.5241 0.3406 0.9627 0.3586 0.0000 767.611 23.309 321.458
211 0.000000 0 0.7806 0.5241 0.3406 0.9627 0.3586 0.0000 767.612 23.306 321.458
212 0.000000 0 0.7806 0.5241 0.3406 0.9627 0.3586 0.0000 767.612 23.302 321.458
213 0.000000 0 0.7806 0.5241 0.3406 0.9627 0.3586 0.0000 767.613 23.297 321.459
214 0.000000 0 0.7806 0.5242 0.3405 0.9627 0.3586 0.0000 767.614 23.291 321.459
215 0.000000 0 0.7806 0.5242 0.3405 0.9627 0.3586 0.0000 767.614 23.284 321.459
216 0.000000 0 0.7806 0.5242 0.3405 0.9627 0.3586 0.0000 767.615 23.278 321.460
217 0.000000 0 0.7805 0.5242 0.3405 0.9627 0.3586 0.0000 767.615 23.269 321.460
218 0.000000 0 0.7805 0.5242 0.3405 0.9627 0.3586 0.0000 767.616 23.261 321.460
219 0.000000 0 0.7805 0.5242 0.3405 0.9627 0.3586 0.0000 767.617 23.242 321.461
220 0.000000 0 0.7805 0.5242 0.3405 0.9627 0.3586 0.0000 767.617 23.241 321.461
221 0.000000 0 0.7805 0.5243 0.3405 0.9627 0.3586 0.0000 767.619 23.220 321.461
222 0.000000 0 0.7805 0.5243 0.3405 0.9627 0.3586 0.0000 767.620 23.196 321.461
223 0.000000 0 0.7805 0.5243 0.3405 0.9627 0.3586 0.0000 767.620 23.194 321.462
224 0.000000 0 0.7805 0.5243 0.3405 0.9627 0.3586 0.0000 767.622 23.169 321.461
225 0.000000 0 0.7805 0.5243 0.3405 0.9627 0.3586 0.0000 767.622 23.154 321.461
226 0.000000 0 0.7804 0.5244 0.3405 0.9627 0.3586 0.0000 767.624 23.123 321.462
227 0.000000 0 0.7804 0.5244 0.3405 0.9627 0.3586 0.0000 767.624 23.120 321.462
228 0.000000 0 0.7804 0.5244 0.3405 0.9627 0.3586 0.0000 767.626 23.089 321.461
229 0.000000 0 0.7804 0.5244 0.3405 0.9627 0.3586 0.0000 767.627 23.053 321.462
230 0.000000 0 0.7804 0.5244 0.3405 0.9627 0.3586 0.0000 767.627 23.051 321.462
231 0.000000 0 0.7804 0.5245 0.3405 0.9627 0.3586 0.0000 767.629 23.014 321.461
232 0.000000 0 0.7804 0.5245 0.3405 0.9627 0.3586 0.0000 767.631 22.971 321.461
233 0.000000 0 0.7804 0.5245 0.3405 0.9627 0.3586 0.0000 767.631 22.968 321.461
234 0.000000 0 0.7803 0.5245 0.3405 0.9627 0.3586 0.0000 767.633 22.902 321.461
235 0.000000 0 0.7803 0.5245 0.3405 0.9627 0.3586 0.0000 767.633 22.899 321.461
236 0.000000 0 0.7803 0.5246 0.3405 0.9627 0.3586 0.0000 767.637 22.828 321.460
237 0.000000 0 0.7803 0.5246 0.3405 0.9627 0.3586 0.0000 767.637 22.824 321.460
238 0.000000 0 0.7803 0.5246 0.3405 0.9627 0.3586 0.0000 767.639 22.776 321.460
239 0.000000 0 0.7803 0.5246 0.3405 0.9627 0.3586 0.0000 767.640 22.748 321.459
240 0.000000 0 0.7803 0.5246 0.3405 0.9627 0.3586 0.0000 767.642 22.413 321.459
241 0.000000 0 0.7803 0.5246 0.3405 0.9627 0.3586 0.0000 767.642 22.380 321.459
242 0.000000 0 0.7803 0.5247 0.3405 0.9627 0.3586 0.0000 767.651 22.350 321.452
243 0.000000 0 0.7802 0.5247 0.3405 0.9627 0.3586 0.0000 767.651 22.350 321.452
244 0.000000 0 0.7802 0.5247 0.3405 0.9627 0.3586 0.0000 767.653 22.335 321.451
245 0.000000 0 0.7802 0.5247 0.3405 0.9627 0.3586 0.0000 767.653 22.334 321.451
246 0.000000 0 0.7802 0.5247 0.3405 0.9627 0.3586 0.0000 767.654 22.315 321.452
247 0.000000 0 0.7802 0.5247 0.3405 0.9627 0.3586 0.0000 767.654 22.313 321.452
248 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 767.654 22.296 321.453
249 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 767.654 22.295 321.453
250 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 767.655 22.290 321.453
251 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 767.655 22.285 321.454
252 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 767.655 22.282 321.454
253 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 767.656 22.281 321.454
254 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 767.656 22.281 321.455
255 0.000000 0 0.7801 0.5249 0.3405 0.9627 0.3586 0.0000 767.656 22.282 321.455
256 0.000000 0 0.7801 0.5249 0.3405 0.9627 0.3586 0.0000 767.657 22.285 321.455
257 0.000000 0 0.7801 0.5249 0.3404 0.9627 0.3586 0.0000 767.657 22.288 321.456
258 0.000000 0 0.7801 0.5249 0.3404 0.9627 0.3586 0.0000 767.658 22.292 321.456
259 0.000000 0 0.7801 0.5249 0.3404 0.9627 0.3586 0.0000 767.658 22.297 321.457
260 0.000000 0 0.7801 0.5249 0.3404 0.9627 0.3586 0.0000 767.658 22.302 321.457
261 0.000000 0 0.7801 0.5250 0.3404 0.9627 0.3586 0.0000 767.659 22.319 321.458
262 0.000000 0 0.7801 0.5250 0.3404 0.9627 0.3586 0.0000 767.660 22.324 321.458
263 0.000000 0 0.7801 0.5250 0.3404 0.9627 0.3586 0.0000 767.660 22.329 321.459
264 0.000000 0 0.7800 0.5250 0.3404 0.9627 0.3586 0.0000 767.660 22.334 321.459
