tick,eye_x,eye_y,eye_z,yaw,pitch,hit,distance_m,verb,prompt_key,entity
218,128.4373,20.4139,133.4589,3.1673,0.0000,0,0.0000,0,0,4294967295
219,128.4359,20.4089,133.4888,3.1673,0.0000,0,0.0000,0,0,4294967295
220,128.4343,20.4042,133.5188,3.1673,0.0000,0,0.0000,0,0,4294967295
221,128.4326,20.3994,133.5488,3.1673,0.0000,0,0.0000,0,0,4294967295
222,128.4307,20.3939,133.5787,3.1673,0.0000,0,0.0000,0,0,4294967295
223,128.4287,20.3882,133.6087,3.1673,0.0000,0,0.0000,0,0,4294967295
224,128.4266,20.3823,133.6386,3.1673,0.0000,0,0.0000,0,0,4294967295
225,128.4243,20.3760,133.6685,3.1673,0.0000,0,0.0000,0,0,4294967295
226,128.4220,20.3723,133.6985,3.1673,0.0000,0,0.0000,0,0,4294967295
227,128.4196,20.3689,133.7284,3.1673,0.0000,0,0.0000,0,0,4294967295
228,128.4171,20.3649,133.7584,3.1673,0.0000,0,0.0000,0,0,4294967295
229,128.4147,20.3604,133.7883,3.1673,0.0000,0,0.0000,0,0,4294967295
230,128.4121,20.3554,133.8183,3.1673,0.0000,0,0.0000,0,0,4294967295
231,128.4096,20.3497,133.8482,3.1673,0.0000,0,0.0000,0,0,4294967295
232,128.4072,20.3436,133.8781,3.1673,0.0000,0,0.0000,0,0,4294967295
233,128.4047,20.3371,133.9081,3.1673,0.0000,0,0.0000,0,0,4294967295
234,128.4023,20.3302,133.9380,3.1673,0.0000,0,0.0000,0,0,4294967295
235,128.4000,20.3230,133.9680,3.1673,0.0000,0,0.0000,0,0,4294967295
236,128.3978,20.3157,133.9979,3.1673,0.0000,0,0.0000,0,0,4294967295
237,128.3957,20.3083,134.0278,3.1673,0.0000,0,0.0000,0,0,4294967295
238,128.3937,20.3010,134.0578,3.1673,0.0000,0,0.0000,0,0,4294967295
239,128.3919,20.2939,134.0878,3.1673,0.0000,0,0.0000,0,0,4294967295
240,128.3902,20.2871,134.1177,3.1673,0.0000,0,0.0000,0,0,4294967295
241,128.3887,20.2807,134.1477,3.1673,0.0000,0,0.0000,0,0,4294967295
242,128.3873,20.2747,134.1777,3.1673,0.0000,0,0.0000,0,0,4294967295
243,128.3862,20.2693,134.2076,3.1673,0.0000,0,0.0000,0,0,4294967295
244,128.3852,20.2645,134.2376,3.1673,0.0000,0,0.0000,0,0,4294967295
245,128.3844,20.2603,134.2676,3.1673,0.0000,0,0.0000,0,0,4294967295
246,128.3838,20.2567,134.2976,3.1673,0.0000,0,0.0000,0,0,4294967295
247,128.3833,20.2537,134.3276,3.1673,0.0000,0,0.0000,0,0,4294967295
248,128.3831,20.2512,134.3576,3.1673,0.0000,0,0.0000,0,0,4294967295
249,128.3830,20.2492,134.3876,3.1673,0.0000,0,0.0000,0,0,4294967295
250,128.3831,20.2477,134.4176,3.1673,0.0000,0,0.0000,0,0,4294967295
251,128.3834,20.2464,134.4476,3.1673,0.0000,0,0.0000,0,0,4294967295
252,128.3839,20.2453,134.4776,3.1673,0.0000,0,0.0000,0,0,4294967295
253,128.3844,20.2439,134.5076,3.1673,0.0000,0,0.0000,0,0,4294967295
254,128.3852,20.2424,134.5376,3.1673,0.0000,0,0.0000,0,0,4294967295
255,128.3860,20.2407,134.5677,3.1673,0.0000,0,0.0000,0,0,4294967295
256,128.3869,20.2387,134.5977,3.1673,0.0000,0,0.0000,0,0,4294967295
257,128.3880,20.2364,134.6277,3.1673,0.0000,0,0.0000,0,0,4294967295
258,128.3892,20.2360,134.6578,3.1673,0.0000,0,0.0000,0,0,4294967295
259,128.3907,20.2361,134.6879,3.1673,0.0000,0,0.0000,0,0,4294967295
260,128.3921,20.2356,134.7180,3.1673,0.0000,0,0.0000,0,0,4294967295
261,128.3937,20.2344,134.7481,3.1673,0.0000,0,0.0000,0,0,4294967295
262,128.3952,20.2327,134.7782,3.1674,0.0000,0,0.0000,0,0,4294967295
263,128.3967,20.2303,134.8083,3.1674,0.0000,0,0.0000,0,0,4294967295
264,128.3981,20.2273,134.8384,3.1674,0.0000,0,0.0000,0,0,4294967295
265,128.3995,20.2239,134.8685,3.1674,0.0000,0,0.0000,0,0,4294967295
266,128.4009,20.2200,134.8987,3.1674,0.0000,0,0.0000,0,0,4294967295
267,128.4021,20.2158,134.9288,3.1675,0.0000,0,0.0000,0,0,4294967295
268,128.4032,20.2113,134.9589,3.1675,0.0000,0,0.0000,0,0,4294967295
269,128.4042,20.2068,134.9890,3.1675,0.0000,0,0.0000,0,0,4294967295
270,128.4051,20.2022,135.0191,3.1675,0.0000,0,0.0000,0,0,4294967295
271,128.4058,20.1979,135.0491,3.1675,0.0000,0,0.0000,0,0,4294967295
272,128.4064,20.1937,135.0792,3.1676,0.0000,0,0.0000,0,0,4294967295
273,128.4068,20.1900,135.1093,3.1676,0.0000,0,0.0000,0,0,4294967295
274,128.4070,20.1867,135.1394,3.1676,0.0000,0,0.0000,0,0,4294967295
275,128.4070,20.1839,135.1695,3.1676,0.0000,0,0.0000,0,0,4294967295
276,128.4068,20.1818,135.1995,3.1676,0.0000,0,0.0000,0,0,4294967295
277,128.4064,20.1803,135.2296,3.1677,0.0000,0,0.0000,0,0,4294967295
278,128.4059,20.1794,135.2597,3.1677,0.0000,0,0.0000,0,0,4294967295
279,128.4051,20.1791,135.2897,3.1677,0.0000,0,0.0000,0,0,4294967295
280,128.4042,20.1795,135.3197,3.1677,0.0000,0,0.0000,0,0,4294967295
281,128.4031,20.1804,135.3498,3.1678,0.0000,0,0.0000,0,0,4294967295
282,128.4018,20.1817,135.3798,3.1678,0.0000,0,0.0000,0,0,4294967295
283,128.4003,20.1834,135.4099,3.1678,0.0000,0,0.0000,0,0,4294967295
284,128.3986,20.1854,135.4399,3.1678,0.0000,0,0.0000,0,0,4294967295
285,128.3967,20.1869,135.4699,3.1678,0.0000,0,0.0000,0,0,4294967295
286,128.3946,20.1886,135.4999,3.1679,0.0000,0,0.0000,0,0,4294967295
287,128.3925,20.1901,135.5299,3.1679,0.0000,0,0.0000,0,0,4294967295
288,128.3902,20.1914,135.5599,3.1679,0.0000,0,0.0000,0,0,4294967295
289,128.3878,20.1924,135.5899,3.1679,0.0000,0,0.0000,0,0,4294967295
290,128.3854,20.1933,135.6199,3.1679,0.0000,0,0.0000,0,0,4294967295
291,128.3832,20.1951,135.6499,3.1679,0.0000,0,0.0000,0,0,4294967295
292,128.3809,20.1961,135.6798,3.1680,0.0000,0,0.0000,0,0,4294967295
293,128.3786,20.1966,135.7098,3.1680,0.0000,0,0.0000,0,0,4294967295
294,128.3764,20.1963,135.7397,3.1680,0.0000,0,0.0000,0,0,4294967295
295,128.3741,20.1955,135.7697,3.1681,0.0000,0,0.0000,0,0,4294967295
296,128.3718,20.1940,135.7996,3.1681,0.0000,0,0.0000,0,0,4294967295
297,128.3696,20.1920,135.8296,3.1682,0.0000,0,0.0000,0,0,4294967295
298,128.3675,20.1895,135.8595,3.1682,0.0000,0,0.0000,0,0,4294967295
299,128.3654,20.1866,135.8895,3.1682,0.0000,0,0.0000,0,0,4294967295
300,128.3635,20.1834,135.9194,3.1683,0.0000,0,0.0000,0,0,4294967295
301,128.3617,20.1800,135.9494,3.1683,0.0000,0,0.0000,0,0,4294967295
302,128.3600,20.1766,135.9794,3.1683,0.0000,0,0.0000,0,0,4294967295
303,128.3584,20.1733,136.0093,3.1684,0.0000,0,0.0000,0,0,4294967295
304,128.3570,20.1701,136.0393,3.1684,0.0000,0,0.0000,0,0,4294967295
305,128.3558,20.1672,136.0693,3.1684,0.0000,0,0.0000,0,0,4294967295
306,128.3547,20.1648,136.0992,3.1685,0.0000,0,0.0000,0,0,4294967295
307,128.3538,20.1628,136.1292,3.1685,0.0000,0,0.0000,0,0,4294967295
308,128.3531,20.1614,136.1592,3.1686,0.0000,0,0.0000,0,0,4294967295
309,128.3526,20.1606,136.1892,3.1686,0.0000,0,0.0000,0,0,4294967295
310,128.3523,20.1605,136.2192,3.1686,0.0000,0,0.0000,0,0,4294967295
311,128.3522,20.1610,136.2492,3.1687,0.0000,0,0.0000,0,0,4294967295
312,128.3522,20.1621,136.2792,3.1687,0.0000,0,0.0000,0,0,4294967295
313,128.3525,20.1638,136.3092,3.1687,0.0000,0,0.0000,0,0,4294967295
314,128.3529,20.1661,136.3392,3.1688,0.0000,0,0.0000,0,0,4294967295
315,128.3536,20.1687,136.3692,3.1688,0.0000,0,0.0000,0,0,4294967295
316,128.3543,20.1717,136.3993,3.1689,0.0000,0,0.0000,0,0,4294967295
317,128.3553,20.1749,136.4293,3.1689,0.0000,0,0.0000,0,0,4294967295
