tick,eye_x,eye_y,eye_z,yaw,pitch,hit,distance_m,verb,prompt_key,entity
318,128.3560,20.1767,136.4594,3.1689,0.0000,0,0.0000,0,0,4294967295
319,128.3569,20.1785,136.4895,3.1690,0.0000,0,0.0000,0,0,4294967295
320,128.3580,20.1804,136.5196,3.1690,0.0000,0,0.0000,0,0,4294967295
321,128.3591,20.1820,136.5497,3.1690,0.0000,0,0.0000,0,0,4294967295
322,128.3604,20.1833,136.5798,3.1690,0.0000,0,0.0000,0,0,4294967295
323,128.3618,20.1846,136.6099,3.1690,0.0000,0,0.0000,0,0,4294967295
324,128.3635,20.1873,136.6398,3.1690,0.0000,0,0.0000,0,0,4294967295
325,128.3653,20.1893,136.6697,3.1691,0.0000,0,0.0000,0,0,4294967295
326,128.3671,20.1907,136.6996,3.1691,0.0000,0,0.0000,0,0,4294967295
327,128.3688,20.1915,136.7295,3.1692,0.0000,0,0.0000,0,0,4294967295
328,128.3706,20.1916,136.7594,3.1692,0.0000,0,0.0000,0,0,4294967295
329,128.3723,20.1911,136.7893,3.1693,0.0000,0,0.0000,0,0,4294967295
330,128.3739,20.1901,136.8192,3.1693,0.0000,0,0.0000,0,0,4294967295
331,128.3755,20.1886,136.8491,3.1693,0.0000,0,0.0000,0,0,4294967295
332,128.3770,20.1868,136.8790,3.1694,0.0000,0,0.0000,0,0,4294967295
333,128.3783,20.1847,136.9089,3.1694,0.0000,0,0.0000,0,0,4294967295
334,128.3796,20.1825,136.9388,3.1695,0.0000,0,0.0000,0,0,4294967295
335,128.3807,20.1802,136.9686,3.1695,0.0000,0,0.0000,0,0,4294967295
336,128.3817,20.1781,136.9985,3.1696,0.0000,0,0.0000,0,0,4294967295
337,128.3825,20.1762,137.0284,3.1696,0.0000,0,0.0000,0,0,4294967295
338,128.3831,20.1747,137.0583,3.1697,0.0000,0,0.0000,0,0,4294967295
339,128.3836,20.1735,137.0881,3.1697,0.0000,0,0.0000,0,0,4294967295
340,128.3839,20.1729,137.1180,3.1698,0.0000,0,0.0000,0,0,4294967295
341,128.3839,20.1729,137.1478,3.1698,0.0000,0,0.0000,0,0,4294967295
342,128.3838,20.1735,137.1777,3.1698,0.0000,0,0.0000,0,0,4294967295
343,128.3835,20.1747,137.2076,3.1699,0.0000,0,0.0000,0,0,4294967295
344,128.3830,20.1766,137.2374,3.1699,0.0000,0,0.0000,0,0,4294967295
345,128.3824,20.1790,137.2672,3.1700,0.0000,0,0.0000,0,0,4294967295
346,128.3815,20.1821,137.2971,3.1700,0.0000,0,0.0000,0,0,4294967295
347,128.3804,20.1856,137.3269,3.1701,0.0000,0,0.0000,0,0,4294967295
348,128.3792,20.1895,137.3567,3.1701,0.0000,0,0.0000,0,0,4294967295
349,128.3778,20.1937,137.3865,3.1702,0.0000,0,0.0000,0,0,4294967295
350,128.3763,20.1981,137.4163,3.1702,0.0000,0,0.0000,0,0,4294967295
351,128.3743,20.2013,137.4462,3.1703,0.0000,0,0.0000,0,0,4294967295
352,128.3720,20.2030,137.4762,3.1703,0.0000,0,0.0000,0,0,4294967295
353,128.3696,20.2052,137.5062,3.1703,0.0000,0,0.0000,0,0,4294967295
354,128.3671,20.2070,137.5362,3.1703,0.0000,0,0.0000,0,0,4294967295
355,128.3646,20.2085,137.5662,3.1703,0.0000,0,0.0000,0,0,4294967295
356,128.3619,20.2094,137.5962,3.1703,0.0000,0,0.0000,0,0,4294967295
357,128.3595,20.2123,137.6261,3.1703,0.0000,0,0.0000,0,0,4294967295
358,128.3569,20.2146,137.6558,3.1704,0.0000,0,0.0000,0,0,4294967295
359,128.3544,20.2162,137.6855,3.1704,0.0000,0,0.0000,0,0,4294967295
360,128.3519,20.2173,137.7152,3.1704,0.0000,0,0.0000,0,0,4294967295
361,128.3495,20.2177,137.7449,3.1705,0.0000,0,0.0000,0,0,4294967295
362,128.3470,20.2175,137.7746,3.1705,0.0000,0,0.0000,0,0,4294967295
363,128.3447,20.2168,137.8044,3.1705,0.0000,0,0.0000,0,0,4294967295
364,128.3423,20.2157,137.8341,3.1705,0.0000,0,0.0000,0,0,4294967295
365,128.3401,20.2143,137.8638,3.1706,0.0000,0,0.0000,0,0,4294967295
366,128.3381,20.2126,137.8935,3.1706,0.0000,0,0.0000,0,0,4294967295
367,128.3361,20.2109,137.9232,3.1706,0.0000,0,0.0000,0,0,4294967295
368,128.3343,20.2091,137.9530,3.1707,0.0000,0,0.0000,0,0,4294967295
369,128.3326,20.2075,137.9827,3.1707,0.0000,0,0.0000,0,0,4294967295
370,128.3311,20.2062,138.0125,3.1707,0.0000,0,0.0000,0,0,4294967295
371,128.3297,20.2052,138.0422,3.1707,0.0000,0,0.0000,0,0,4294967295
372,128.3285,20.2047,138.0719,3.1708,0.0000,0,0.0000,0,0,4294967295
373,128.3276,20.2047,138.1017,3.1708,0.0000,0,0.0000,0,0,4294967295
374,128.3268,20.2053,138.1315,3.1708,0.0000,0,0.0000,0,0,4294967295
375,128.3261,20.2065,138.1612,3.1709,0.0000,0,0.0000,0,0,4294967295
376,128.3257,20.2084,138.1910,3.1709,0.0000,0,0.0000,0,0,4294967295
377,128.3255,20.2109,138.2208,3.1709,0.0000,0,0.0000,0,0,4294967295
378,128.3254,20.2139,138.2505,3.1710,0.0000,0,0.0000,0,0,4294967295
379,128.3255,20.2176,138.2803,3.1710,0.0000,0,0.0000,0,0,4294967295
380,128.3259,20.2217,138.3101,3.1710,0.0000,0,0.0000,0,0,4294967295
381,128.3263,20.2261,138.3399,3.1710,0.0000,0,0.0000,0,0,4294967295
382,128.3270,20.2308,138.3697,3.1711,0.0000,0,0.0000,0,0,4294967295
383,128.3278,20.2357,138.3996,3.1711,0.0000,0,0.0000,0,0,4294967295
384,128.3286,20.2404,138.4294,3.1711,0.0000,0,0.0000,0,0,4294967295
385,128.3294,20.2431,138.4594,3.1712,0.0000,0,0.0000,0,0,4294967295
386,128.3303,20.2455,138.4895,3.1712,0.0000,0,0.0000,0,0,4294967295
387,128.3312,20.2479,138.5195,3.1712,0.0000,0,0.0000,0,0,4294967295
388,128.3323,20.2499,138.5496,3.1712,0.0000,0,0.0000,0,0,4294967295
389,128.3334,20.2514,138.5797,3.1712,0.0000,0,0.0000,0,0,4294967295
390,128.3345,20.2540,138.6096,3.1712,0.0000,0,0.0000,0,0,4294967295
391,128.3358,20.2566,138.6393,3.1712,0.0000,0,0.0000,0,0,4294967295
392,128.3370,20.2586,138.6691,3.1712,0.0000,0,0.0000,0,0,4294967295
393,128.3382,20.2600,138.6988,3.1712,0.0000,0,0.0000,0,0,4294967295
394,128.3394,20.2608,138.7285,3.1712,0.0000,0,0.0000,0,0,4294967295
395,128.3405,20.2610,138.7582,3.1712,0.0000,0,0.0000,0,0,4294967295
396,128.3416,20.2607,138.7879,3.1712,0.0000,0,0.0000,0,0,4294967295
397,128.3425,20.2600,138.8176,3.1713,0.0000,0,0.0000,0,0,4294967295
398,128.3434,20.2590,138.8473,3.1713,0.0000,0,0.0000,0,0,4294967295
399,128.3442,20.2579,138.8770,3.1713,0.0000,0,0.0000,0,0,4294967295
400,128.3448,20.2566,138.9067,3.1713,0.0000,0,0.0000,0,0,4294967295
401,128.3453,20.2554,138.9363,3.1713,0.0000,0,0.0000,0,0,4294967295
402,128.3457,20.2544,138.9660,3.1713,0.0000,0,0.0000,0,0,4294967295
403,128.3459,20.2536,138.9957,3.1713,0.0000,0,0.0000,0,0,4294967295
404,128.3459,20.2533,139.0254,3.1713,0.0000,0,0.0000,0,0,4294967295
405,128.3457,20.2534,139.0550,3.1713,0.0000,0,0.0000,0,0,4294967295
406,128.3454,20.2541,139.0847,3.1713,0.0000,0,0.0000,0,0,4294967295
407,128.3448,20.2553,139.1143,3.1713,0.0000,0,0.0000,0,0,4294967295
408,128.3441,20.2572,139.1440,3.1714,0.0000,0,0.0000,0,0,4294967295
409,128.3432,20.2597,139.1736,3.1714,0.0000,0,0.0000,0,0,4294967295
410,128.3421,20.2629,139.2033,3.1714,0.0000,0,0.0000,0,0,4294967295
411,128.3408,20.2666,139.2329,3.1714,0.0000,0,0.0000,0,0,4294967295
412,128.3393,20.2708,139.2625,3.1714,0.0000,0,0.0000,0,0,4294967295
413,128.3377,20.2755,139.2922,3.1714,0.0000,0,0.0000,0,0,4294967295
414,128.3359,20.2805,139.3218,3.1714,0.0000,0,0.0000,0,0,4294967295
415,128.3339,20.2857,139.3514,3.1714,0.0000,0,0.0000,0,0,4294967295
416,128.3318,20.2911,139.3810,3.1714,0.0000,0,0.0000,0,0,4294967295
417,128.3295,20.2965,139.4106,3.1714,0.0000,0,0.0000,0,0,4294967295
418,128.3270,20.3002,139.4404,3.1715,0.0000,0,0.0000,0,0,4294967295
419,128.3243,20.3031,139.4703,3.1714,0.0000,0,0.0000,0,0,4294967295
420,128.3215,20.3060,139.5002,3.1714,0.0000,0,0.0000,0,0,4294967295
421,128.3187,20.3086,139.5301,3.1714,0.0000,0,0.0000,0,0,4294967295
422,128.3158,20.3106,139.5600,3.1714,0.0000,0,0.0000,0,0,4294967295
423,128.3127,20.3148,139.5895,3.1714,0.0000,0,0.0000,0,0,4294967295
424,128.3096,20.3197,139.6183,3.1714,0.0000,0,0.0000,0,0,4294967295
425,128.3065,20.3239,139.6471,3.1714,0.0000,0,0.0000,0,0,4294967295
426,128.3035,20.3275,139.6760,3.1713,0.0000,0,0.0000,0,0,4294967295
427,128.3004,20.3305,139.7048,3.1713,0.0000,0,0.0000,0,0,4294967295
428,128.2975,20.3330,139.7336,3.1713,0.0000,0,0.0000,0,0,4294967295
429,128.2946,20.3351,139.7625,3.1713,0.0000,0,0.0000,0,0,4294967295
430,128.2918,20.3367,139.7913,3.1712,0.0000,0,0.0000,0,0,4294967295
431,128.2891,20.3381,139.8201,3.1712,0.0000,0,0.0000,0,0,4294967295
432,128.2865,20.3394,139.8490,3.1712,0.0000,0,0.0000,0,0,4294967295
433,128.2840,20.3405,139.8778,3.1712,0.0000,0,0.0000,0,0,4294967295
434,128.2816,20.3418,139.9067,3.1711,0.0000,0,0.0000,0,0,4294967295
435,128.2795,20.3432,139.9355,3.1711,0.0000,0,0.0000,0,0,4294967295
436,128.2775,20.3449,139.9644,3.1711,0.0000,0,0.0000,0,0,4294967295
437,128.2756,20.3470,139.9932,3.1711,0.0000,0,0.0000,0,0,4294967295
438,128.2739,20.3496,140.0221,3.1710,0.0000,0,0.0000,0,0,4294967295
439,128.2724,20.3527,140.0510,3.1710,0.0000,0,0.0000,0,0,4294967295
440,128.2711,20.3564,140.0799,3.1710,0.0000,0,0.0000,0,0,4294967295
441,128.2699,20.3607,140.1087,3.1710,0.0000,0,0.0000,0,0,4294967295
442,128.2690,20.3655,140.1376,3.1709,0.0000,0,0.0000,0,0,4294967295
443,128.2682,20.3710,140.1665,3.1709,0.0000,0,0.0000,0,0,4294967295
444,128.2676,20.3771,140.1954,3.1709,0.0000,0,0.0000,0,0,4294967295
445,128.2672,20.3836,140.2243,3.1709,0.0000,0,0.0000,0,0,4294967295
446,128.2669,20.3905,140.2533,3.1708,0.0000,0,0.0000,0,0,4294967295
447,128.2669,20.3978,140.2822,3.1708,0.0000,0,0.0000,0,0,4294967295
448,128.2669,20.4053,140.3111,3.1708,0.0000,0,0.0000,0,0,4294967295
449,128.2671,20.4130,140.3400,3.1708,0.0000,0,0.0000,0,0,4294967295
450,128.2674,20.4205,140.3689,3.1707,0.0000,0,0.0000,0,0,4294967295
451,128.2677,20.4262,140.3984,3.1707,0.0000,0,0.0000,0,0,4294967295
452,128.2681,20.4312,140.4280,3.1707,0.0000,0,0.0000,0,0,4294967295
453,128.2684,20.4364,140.4575,3.1706,0.0000,0,0.0000,0,0,4294967295
454,128.2689,20.4411,140.4871,3.1706,0.0000,0,0.0000,0,0,4294967295
455,128.2694,20.4453,140.5166,3.1705,0.0000,0,0.0000,0,0,4294967295
456,128.2699,20.4496,140.5460,3.1705,0.0000,0,0.0000,0,0,4294967295
457,128.2702,20.4554,140.5744,3.1704,0.0000,0,0.0000,0,0,4294967295
458,128.2705,20.4611,140.6026,3.1703,0.0000,0,0.0000,0,0,4294967295
459,128.2707,20.4662,140.6308,3.1702,0.0000,0,0.0000,0,0,4294967295
460,128.2709,20.4707,140.6591,3.1701,0.0000,0,0.0000,0,0,4294967295
461,128.2711,20.4747,140.6873,3.1700,0.0000,0,0.0000,0,0,4294967295
462,128.2712,20.4783,140.7155,3.1699,0.0000,0,0.0000,0,0,4294967295
463,128.2712,20.4815,140.7438,3.1699,0.0000,0,0.0000,0,0,4294967295
464,128.2711,20.4844,140.7720,3.1698,0.0000,0,0.0000,0,0,4294967295
465,128.2710,20.4872,140.8002,3.1697,0.0000,0,0.0000,0,0,4294967295
466,128.2707,20.4898,140.8284,3.1696,0.0000,0,0.0000,0,0,4294967295
467,128.2703,20.4926,140.8566,3.1695,0.0000,0,0.0000,0,0,4294967295
468,128.2697,20.4955,140.8849,3.1694,0.0000,0,0.0000,0,0,4294967295
469,128.2690,20.4986,140.9131,3.1693,0.0000,0,0.0000,0,0,4294967295
470,128.2681,20.5021,140.9413,3.1692,0.0000,0,0.0000,0,0,4294967295
471,128.2671,20.5061,140.9695,3.1691,0.0000,0,0.0000,0,0,4294967295
472,128.2659,20.5105,140.9977,3.1690,0.0000,0,0.0000,0,0,4294967295
473,128.2645,20.5155,141.0258,3.1689,0.0000,0,0.0000,0,0,4294967295
474,128.2630,20.5211,141.0540,3.1688,0.0000,0,0.0000,0,0,4294967295
475,128.2613,20.5272,141.0822,3.1688,0.0000,0,0.0000,0,0,4294967295
476,128.2594,20.5340,141.1104,3.1687,0.0000,0,0.0000,0,0,4294967295
477,128.2574,20.5412,141.1385,3.1686,0.0000,0,0.0000,0,0,4294967295
478,128.2551,20.5490,141.1667,3.1685,0.0000,0,0.0000,0,0,4294967295
479,128.2528,20.5572,141.1949,3.1684,0.0000,0,0.0000,0,0,4294967295
480,128.2502,20.5657,141.2230,3.1683,0.0000,0,0.0000,0,0,4294967295
481,128.2475,20.5745,141.2512,3.1682,0.0000,0,0.0000,0,0,4294967295
482,128.2447,20.5834,141.2793,3.1681,0.0000,0,0.0000,0,0,4294967295
483,128.2418,20.5924,141.3075,3.1680,0.0000,0,0.0000,0,0,4294967295
484,128.2387,20.6009,141.3358,3.1679,0.0000,0,0.0000,0,0,4294967295
485,128.2354,20.6078,141.3646,3.1678,0.0000,0,0.0000,0,0,4294967295
486,128.2320,20.6149,141.3933,3.1677,0.0000,0,0.0000,0,0,4294967295
487,128.2285,20.6217,141.4220,3.1676,0.0000,0,0.0000,0,0,4294967295
488,128.2249,20.6281,141.4507,3.1674,0.0000,0,0.0000,0,0,4294967295
489,128.2213,20.6339,141.4795,3.1673,0.0000,0,0.0000,0,0,4294967295
490,128.2176,20.6391,141.5082,3.1672,0.0000,0,0.0000,0,0,4294967295
491,128.2140,20.6438,141.5369,3.1671,0.0000,0,0.0000,0,0,4294967295
492,128.2103,20.6479,141.5656,3.1670,0.0000,0,0.0000,0,0,4294967295
493,128.2067,20.6514,141.5943,3.1668,0.0000,0,0.0000,0,0,4294967295
494,128.2030,20.6547,141.6229,3.1667,0.0000,0,0.0000,0,0,4294967295
495,128.1984,20.6586,141.6508,3.1666,0.0000,0,0.0000,0,0,4294967295
496,128.1940,20.6621,141.6787,3.1663,0.0000,0,0.0000,0,0,4294967295
497,128.1896,20.6653,141.7065,3.1661,0.0000,0,0.0000,0,0,4294967295
498,128.1853,20.6683,141.7344,3.1658,0.0000,0,0.0000,0,0,4294967295
499,128.1811,20.6712,141.7623,3.1656,0.0000,0,0.0000,0,0,4294967295
500,128.1771,20.6741,141.7902,3.1653,0.0000,0,0.0000,0,0,4294967295
501,128.1732,20.6771,141.8181,3.1650,0.0000,0,0.0000,0,0,4294967295
502,128.1695,20.6804,141.8459,3.1648,0.0000,0,0.0000,0,0,4294967295
503,128.1659,20.6839,141.8739,3.1645,0.0000,0,0.0000,0,0,4294967295
504,128.1625,20.6879,141.9017,3.1643,0.0000,0,0.0000,0,0,4294967295
505,128.1593,20.6923,141.9297,3.1640,0.0000,0,0.0000,0,0,4294967295
506,128.1563,20.6973,141.9576,3.1637,0.0000,0,0.0000,0,0,4294967295
507,128.1534,20.7028,141.9855,3.1635,0.0000,0,0.0000,0,0,4294967295
508,128.1507,20.7090,142.0134,3.1632,0.0000,0,0.0000,0,0,4294967295
509,128.1482,20.7157,142.0413,3.1629,0.0000,0,0.0000,0,0,4294967295
510,128.1459,20.7229,142.0692,3.1627,0.0000,0,0.0000,0,0,4294967295
511,128.1438,20.7306,142.0972,3.1624,0.0000,0,0.0000,0,0,4294967295
512,128.1418,20.7388,142.1251,3.1621,0.0000,0,0.0000,0,0,4294967295
513,128.1400,20.7474,142.1530,3.1619,0.0000,0,0.0000,0,0,4294967295
514,128.1383,20.7562,142.1809,3.1616,0.0000,0,0.0000,0,0,4294967295
515,128.1368,20.7653,142.2089,3.1613,0.0000,0,0.0000,0,0,4294967295
516,128.1352,20.7758,142.2363,3.1611,0.0000,0,0.0000,0,0,4294967295
517,128.1344,20.7872,142.2627,3.1608,0.0000,0,0.0000,0,0,4294967295
518,128.1337,20.7985,142.2890,3.1605,0.0000,0,0.0000,0,0,4294967295
519,128.1331,20.8095,142.3154,3.1603,0.0000,0,0.0000,0,0,4294967295
520,128.1326,20.8202,142.3417,3.1601,0.0000,0,0.0000,0,0,4294967295
521,128.1322,20.8290,142.3690,3.1599,0.0000,0,0.0000,0,0,4294967295
522,128.1318,20.8379,142.3961,3.1597,0.0000,0,0.0000,0,0,4294967295
523,128.1314,20.8463,142.4232,3.1594,0.0000,0,0.0000,0,0,4294967295
524,128.1310,20.8542,142.4503,3.1592,0.0000,0,0.0000,0,0,4294967295
525,128.1307,20.8614,142.4774,3.1590,0.0000,0,0.0000,0,0,4294967295
526,128.1308,20.8662,142.5055,3.1588,0.0000,0,0.0000,0,0,4294967295
527,128.1307,20.8712,142.5334,3.1586,0.0000,0,0.0000,0,0,4294967295
528,128.1306,20.8758,142.5612,3.1584,0.0000,0,0.0000,0,0,4294967295
529,128.1304,20.8799,142.5891,3.1582,0.0000,0,0.0000,0,0,4294967295
530,128.1302,20.8837,142.6170,3.1581,0.0000,0,0.0000,0,0,4294967295
531,128.1299,20.8872,142.6449,3.1579,0.0000,0,0.0000,0,0,4294967295
532,128.1295,20.8906,142.6728,3.1577,0.0000,0,0.0000,0,0,4294967295
533,128.1290,20.8939,142.7007,3.1575,0.0000,0,0.0000,0,0,4294967295
534,128.1284,20.8972,142.7285,3.1573,0.0000,0,0.0000,0,0,4294967295
535,128.1276,20.9007,142.7564,3.1571,0.0000,0,0.0000,0,0,4294967295
536,128.1267,20.9044,142.7843,3.1569,0.0000,0,0.0000,0,0,4294967295
537,128.1257,20.9084,142.8122,3.1568,0.0000,0,0.0000,0,0,4294967295
538,128.1245,20.9129,142.8400,3.1566,0.0000,0,0.0000,0,0,4294967295
539,128.1232,20.9179,142.8679,3.1564,0.0000,0,0.0000,0,0,4294967295
540,128.1216,20.9234,142.8958,3.1562,0.0000,0,0.0000,0,0,4294967295
541,128.1200,20.9294,142.9236,3.1560,0.0000,0,0.0000,0,0,4294967295
542,128.1181,20.9360,142.9515,3.1558,0.0000,0,0.0000,0,0,4294967295
543,128.1161,20.9432,142.9793,3.1556,0.0000,0,0.0000,0,0,4294967295
544,128.1140,20.9509,143.0072,3.1554,0.0000,0,0.0000,0,0,4294967295
545,128.1116,20.9591,143.0350,3.1552,0.0000,0,0.0000,0,0,4294967295
546,128.1092,20.9677,143.0629,3.1550,0.0000,0,0.0000,0,0,4294967295
547,128.1065,20.9766,143.0907,3.1548,0.0000,0,0.0000,0,0,4294967295
548,128.1038,20.9858,143.1186,3.1546,0.0000,0,0.0000,0,0,4294967295
549,128.1009,20.9951,143.1464,3.1544,0.0000,0,0.0000,0,0,4294967295
550,128.0978,21.0045,143.1743,3.1542,0.0000,0,0.0000,0,0,4294967295
551,128.0946,21.0148,143.2018,3.1540,0.0000,0,0.0000,0,0,4294967295
552,128.0917,21.0251,143.2289,3.1538,0.0000,0,0.0000,0,0,4294967295
553,128.0886,21.0352,143.2559,3.1537,0.0000,0,0.0000,0,0,4294967295
554,128.0855,21.0450,143.2829,3.1535,0.0000,0,0.0000,0,0,4294967295
555,128.0824,21.0543,143.3100,3.1533,0.0000,0,0.0000,0,0,4294967295
556,128.0792,21.0631,143.3370,3.1532,0.0000,0,0.0000,0,0,4294967295
557,128.0760,21.0714,143.3640,3.1530,0.0000,0,0.0000,0,0,4294967295
558,128.0728,21.0792,143.3911,3.1528,0.0000,0,0.0000,0,0,4294967295
559,128.0696,21.0864,143.4181,3.1527,0.0000,0,0.0000,0,0,4294967295
560,128.0665,21.0931,143.4451,3.1525,0.0000,0,0.0000,0,0,4294967295
561,128.0634,21.0993,143.4722,3.1523,0.0000,0,0.0000,0,0,4294967295
562,128.0603,21.1050,143.4992,3.1522,0.0000,0,0.0000,0,0,4294967295
563,128.0573,21.1103,143.5262,3.1520,0.0000,0,0.0000,0,0,4294967295
564,128.0547,21.1123,143.5547,3.1518,0.0000,0,0.0000,0,0,4294967295
565,128.0521,21.1134,143.5836,3.1517,0.0000,0,0.0000,0,0,4294967295
566,128.0496,21.1151,143.6123,3.1516,0.0000,0,0.0000,0,0,4294967295
567,128.0473,21.1168,143.6410,3.1515,0.0000,0,0.0000,0,0,4294967295
568,128.0450,21.1186,143.6697,3.1513,0.0000,0,0.0000,0,0,4294967295
569,128.0429,21.1205,143.6984,3.1512,0.0000,0,0.0000,0,0,4294967295
570,128.0410,21.1227,143.7271,3.1511,0.0000,0,0.0000,0,0,4294967295
571,128.0392,21.1253,143.7558,3.1510,0.0000,0,0.0000,0,0,4294967295
572,128.0376,21.1284,143.7845,3.1508,0.0000,0,0.0000,0,0,4294967295
573,128.0361,21.1320,143.8132,3.1507,0.0000,0,0.0000,0,0,4294967295
574,128.0349,21.1361,143.8419,3.1506,0.0000,0,0.0000,0,0,4294967295
575,128.0338,21.1408,143.8707,3.1504,0.0000,0,0.0000,0,0,4294967295
576,128.0329,21.1461,143.8994,3.1503,0.0000,0,0.0000,0,0,4294967295
577,128.0322,21.1520,143.9281,3.1502,0.0000,0,0.0000,0,0,4294967295
578,128.0317,21.1584,143.9568,3.1501,0.0000,0,0.0000,0,0,4294967295
579,128.0313,21.1652,143.9856,3.1499,0.0000,0,0.0000,0,0,4294967295
580,128.0311,21.1725,144.0143,3.1498,0.0000,0,0.0000,0,0,4294967295
581,128.0311,21.1801,144.0430,3.1497,0.0000,0,0.0000,0,0,4294967295
582,128.0312,21.1879,144.0717,3.1495,0.0000,0,0.0000,0,0,4294967295
583,128.0314,21.1958,144.1005,3.1494,0.0000,0,0.0000,0,0,4294967295
584,128.0318,21.2043,144.1291,3.1493,0.0000,0,0.0000,0,0,4294967295
585,128.0325,21.2130,144.1573,3.1491,0.0000,0,0.0000,0,0,4294967295
586,128.0333,21.2215,144.1856,3.1490,0.0000,0,0.0000,0,0,4294967295
587,128.0342,21.2296,144.2139,3.1489,0.0000,0,0.0000,0,0,4294967295
588,128.0351,21.2374,144.2422,3.1488,0.0000,0,0.0000,0,0,4294967295
589,128.0361,21.2446,144.2704,3.1487,0.0000,0,0.0000,0,0,4294967295
590,128.0372,21.2513,144.2987,3.1486,0.0000,0,0.0000,0,0,4294967295
591,128.0383,21.2575,144.3270,3.1485,0.0000,0,0.0000,0,0,4294967295
592,128.0393,21.2630,144.3553,3.1484,0.0000,0,0.0000,0,0,4294967295
593,128.0404,21.2680,144.3835,3.1483,0.0000,0,0.0000,0,0,4294967295
594,128.0414,21.2724,144.4118,3.1482,0.0000,0,0.0000,0,0,4294967295
595,128.0424,21.2763,144.4401,3.1481,0.0000,0,0.0000,0,0,4294967295
596,128.0434,21.2798,144.4683,3.1480,0.0000,0,0.0000,0,0,4294967295
597,128.0442,21.2830,144.4966,3.1479,0.0000,0,0.0000,0,0,4294967295
598,128.0450,21.2858,144.5249,3.1478,0.0000,0,0.0000,0,0,4294967295
599,128.0457,21.2885,144.5531,3.1476,0.0000,0,0.0000,0,0,4294967295
600,128.0465,21.2880,144.5825,3.1475,0.0000,0,0.0000,0,0,4294967295
601,128.0472,21.2879,144.6118,3.1475,0.0000,0,0.0000,0,0,4294967295
602,128.0477,21.2883,144.6411,3.1474,0.0000,0,0.0000,0,0,4294967295
603,128.0480,21.2889,144.6704,3.1473,0.0000,0,0.0000,0,0,4294967295
604,128.0482,21.2899,144.6997,3.1472,0.0000,0,0.0000,0,0,4294967295
605,128.0482,21.2914,144.7290,3.1472,0.0000,0,0.0000,0,0,4294967295
606,128.0481,21.2934,144.7583,3.1471,0.0000,0,0.0000,0,0,4294967295
607,128.0478,21.2959,144.7876,3.1470,0.0000,0,0.0000,0,0,4294967295
608,128.0473,21.2991,144.8169,3.1469,0.0000,0,0.0000,0,0,4294967295
609,128.0466,21.3029,144.8462,3.1468,0.0000,0,0.0000,0,0,4294967295
610,128.0457,21.3072,144.8755,3.1468,0.0000,0,0.0000,0,0,4294967295
611,128.0446,21.3121,144.9048,3.1467,0.0000,0,0.0000,0,0,4294967295
612,128.0434,21.3176,144.9341,3.1466,0.0000,0,0.0000,0,0,4294967295
613,128.0420,21.3234,144.9634,3.1465,0.0000,0,0.0000,0,0,4294967295
614,128.0405,21.3296,144.9926,3.1464,0.0000,0,0.0000,0,0,4294967295
615,128.0388,21.3360,145.0219,3.1463,0.0000,0,0.0000,0,0,4294967295
616,128.0369,21.3426,145.0512,3.1462,0.0000,0,0.0000,0,0,4294967295
617,128.0349,21.3491,145.0805,3.1462,0.0000,0,0.0000,0,0,4294967295
618,128.0328,21.3555,145.1098,3.1461,0.0000,0,0.0000,0,0,4294967295
619,128.0307,21.3622,145.1390,3.1460,0.0000,0,0.0000,0,0,4294967295
620,128.0285,21.3685,145.1681,3.1459,0.0000,0,0.0000,0,0,4294967295
621,128.0261,21.3743,145.1973,3.1458,0.0000,0,0.0000,0,0,4294967295
622,128.0238,21.3796,145.2265,3.1458,0.0000,0,0.0000,0,0,4294967295
623,128.0214,21.3844,145.2556,3.1457,0.0000,0,0.0000,0,0,4294967295
624,128.0190,21.3886,145.2848,3.1456,0.0000,0,0.0000,0,0,4294967295
625,128.0166,21.3921,145.3140,3.1455,0.0000,0,0.0000,0,0,4294967295
626,128.0142,21.3951,145.3431,3.1455,0.0000,0,0.0000,0,0,4294967295
627,128.0118,21.3975,145.3723,3.1454,0.0000,0,0.0000,0,0,4294967295
628,128.0095,21.3993,145.4015,3.1453,0.0000,0,0.0000,0,0,4294967295
629,128.0072,21.4007,145.4306,3.1452,0.0000,0,0.0000,0,0,4294967295
630,128.0051,21.4017,145.4598,3.1451,0.0000,0,0.0000,0,0,4294967295
631,128.0030,21.4024,145.4890,3.1451,0.0000,0,0.0000,0,0,4294967295
632,128.0010,21.4030,145.5181,3.1450,0.0000,0,0.0000,0,0,4294967295
633,127.9992,21.4035,145.5473,3.1449,0.0000,0,0.0000,0,0,4294967295
634,127.9975,21.4042,145.5765,3.1448,0.0000,0,0.0000,0,0,4294967295
635,127.9960,21.4052,145.6055,3.1447,0.0000,0,0.0000,0,0,4294967295
636,127.9946,21.4064,145.6346,3.1446,0.0000,0,0.0000,0,0,4294967295
637,127.9934,21.4080,145.6637,3.1446,0.0000,0,0.0000,0,0,4294967295
638,127.9923,21.4101,145.6928,3.1445,0.0000,0,0.0000,0,0,4294967295
639,127.9914,21.4127,145.7219,3.1444,0.0000,0,0.0000,0,0,4294967295
640,127.9908,21.4159,145.7509,3.1443,0.0000,0,0.0000,0,0,4294967295
641,127.9903,21.4197,145.7800,3.1442,0.0000,0,0.0000,0,0,4294967295
