# call qx qy qz carve_dist ground_y open_to_sky path_m path_measured darkness roof_y
8595 780.737 44.356 253.749 -0.963791 57.457 0 21.436 1 0.554483 47.592
8596 780.762 44.362 253.736 -0.962742 57.461 0 21.464 1 0.558056 47.599
8597 780.762 44.362 253.736 -0.962742 57.461 0 21.464 1 0.558056 47.599
8598 780.762 44.362 253.736 -0.962742 57.461 0 21.464 1 0.558056 47.599
8599 780.762 44.362 253.736 -0.962742 57.461 0 21.464 1 0.558056 47.599
8600 780.787 44.368 253.723 -0.961697 57.464 0 21.493 1 0.561628 47.606
8601 780.787 44.368 253.723 -0.961697 57.464 0 21.493 1 0.561628 47.606
8602 780.787 44.368 253.723 -0.961697 57.464 0 21.493 1 0.561628 47.606
8603 780.787 44.368 253.723 -0.961697 57.464 0 21.493 1 0.561628 47.606
8604 780.811 44.375 253.710 -0.960648 57.468 0 21.522 1 0.565201 47.614
8605 780.811 44.375 253.710 -0.960648 57.468 0 21.522 1 0.565201 47.614
8606 780.811 44.375 253.710 -0.960648 57.468 0 21.522 1 0.565201 47.614
8607 780.811 44.375 253.710 -0.960648 57.468 0 21.522 1 0.565201 47.614
8608 780.836 44.381 253.697 -0.959602 57.472 0 21.550 1 0.568771 47.621
8609 780.861 44.387 253.684 -0.958553 57.476 0 21.579 1 0.572344 47.629
8610 780.861 44.387 253.684 -0.958553 57.476 0 21.579 1 0.572344 47.629
8611 780.885 44.394 253.671 -0.957504 57.480 0 21.607 1 0.575914 47.636
8612 780.885 44.394 253.671 -0.957504 57.480 0 21.607 1 0.575914 47.636
8613 780.910 44.400 253.658 -0.956459 57.484 0 21.636 1 0.579485 47.643
8614 780.935 44.406 253.645 -0.955414 57.488 0 21.664 1 0.583055 47.651
8615 780.935 44.406 253.645 -0.955414 57.488 0 21.664 1 0.583055 47.651
8616 780.935 44.406 253.645 -0.955414 57.488 0 21.664 1 0.583055 47.651
8617 780.935 44.406 253.645 -0.955414 57.488 0 21.664 1 0.583055 47.651
8618 780.960 44.413 253.632 -0.954369 57.491 0 21.693 1 0.586626 47.658
8619 780.960 44.413 253.632 -0.954369 57.491 0 21.693 1 0.586626 47.658
8620 780.960 44.413 253.632 -0.954369 57.491 0 21.693 1 0.586626 47.658
8621 780.984 44.419 253.619 -0.953308 57.495 0 21.722 1 0.590204 47.666
8622 780.984 44.419 253.619 -0.953308 57.495 0 21.722 1 0.590204 47.666
8623 780.984 44.419 253.619 -0.953308 57.495 0 21.722 1 0.590204 47.666
8624 781.009 44.425 253.606 -0.952278 57.499 0 21.750 1 0.593775 47.673
8625 781.009 44.425 253.606 -0.952278 57.499 0 21.750 1 0.593775 47.673
8626 781.009 44.425 253.606 -0.952278 57.499 0 21.750 1 0.593775 47.673
8627 781.009 44.425 253.606 -0.952278 57.499 0 21.750 1 0.593775 47.673
8628 781.034 44.432 253.593 -0.951218 57.503 0 21.779 1 0.597351 47.680
8629 781.034 44.432 253.593 -0.951218 57.503 0 21.779 1 0.597351 47.680
8630 781.034 44.432 253.593 -0.951218 57.503 0 21.779 1 0.597351 47.680
8631 781.034 44.432 253.593 -0.951218 57.503 0 21.779 1 0.597351 47.680
8632 781.059 44.438 253.580 -0.950172 57.507 0 21.807 1 0.600927 47.688
8633 781.059 44.438 253.580 -0.950172 57.507 0 21.807 1 0.600927 47.688
8634 781.059 44.438 253.580 -0.950172 57.507 0 21.807 1 0.600927 47.688
8635 781.059 44.438 253.580 -0.950172 57.507 0 21.807 1 0.600927 47.688
8636 781.083 44.444 253.567 -0.949127 57.510 0 21.836 1 0.604504 47.695
8637 781.083 44.444 253.567 -0.949127 57.510 0 21.836 1 0.604504 47.695
8638 781.108 44.451 253.554 -0.948082 57.514 0 21.865 1 0.608082 47.702
8639 781.108 44.451 253.554 -0.948082 57.514 0 21.865 1 0.608082 47.702
8640 781.108 44.451 253.554 -0.948082 57.514 0 21.865 1 0.608082 47.702
8641 781.108 44.451 253.554 -0.948082 57.514 0 21.865 1 0.608082 47.702
8642 781.133 44.457 253.541 -0.947041 57.518 0 21.893 1 0.611658 47.710
8643 781.133 44.457 253.541 -0.947041 57.518 0 21.893 1 0.611658 47.710
8644 781.133 44.457 253.541 -0.947041 57.518 0 21.893 1 0.611658 47.710
8645 781.158 44.464 253.528 -0.946667 57.522 0 21.922 1 0.615229 47.717
8646 781.158 44.464 253.528 -0.946667 57.522 0 21.922 1 0.615229 47.717
8647 781.158 44.464 253.528 -0.946667 57.522 0 21.922 1 0.615229 47.717
8648 781.158 44.464 253.528 -0.946667 57.522 0 21.922 1 0.615229 47.717
8649 781.182 44.472 253.517 -0.947109 57.525 0 21.950 1 0.618740 47.724
8650 781.182 44.472 253.517 -0.947109 57.525 0 21.950 1 0.618740 47.724
8651 781.182 44.472 253.517 -0.947109 57.525 0 21.950 1 0.618740 47.724
8652 781.206 44.479 253.505 -0.947552 57.528 0 21.978 1 0.622250 47.732
8653 781.206 44.479 253.505 -0.947552 57.528 0 21.978 1 0.622250 47.732
8654 781.231 44.487 253.494 -0.947990 57.531 0 22.006 1 0.625759 47.739
8655 781.231 44.487 253.494 -0.947990 57.531 0 22.006 1 0.625759 47.739
8656 781.231 44.487 253.494 -0.947990 57.531 0 22.006 1 0.625759 47.739
8657 781.231 44.487 253.494 -0.947990 57.531 0 22.006 1 0.625759 47.739
8658 781.255 44.495 253.482 -0.948433 57.535 0 22.034 1 0.629269 47.746
8659 781.255 44.495 253.482 -0.948433 57.535 0 22.034 1 0.629269 47.746
8660 781.255 44.495 253.482 -0.948433 57.535 0 22.034 1 0.629269 47.746
8661 781.280 44.502 253.471 -0.948875 57.538 0 22.062 1 0.632778 47.754
8662 781.280 44.502 253.471 -0.948875 57.538 0 22.062 1 0.632778 47.754
8663 781.304 44.510 253.459 -0.949314 57.541 0 22.090 1 0.636290 47.761
8664 781.304 44.510 253.459 -0.949314 57.541 0 22.090 1 0.636290 47.761
8665 781.304 44.510 253.459 -0.949314 57.541 0 22.090 1 0.636290 47.761
8666 781.304 44.510 253.459 -0.949314 57.541 0 22.090 1 0.636290 47.761
8667 781.328 44.518 253.448 -0.949753 57.544 0 22.118 1 0.639799 47.768
8668 781.328 44.518 253.448 -0.949753 57.544 0 22.118 1 0.639799 47.768
8669 781.328 44.518 253.448 -0.949753 57.544 0 22.118 1 0.639799 47.768
8670 781.328 44.518 253.448 -0.949753 57.544 0 22.118 1 0.639799 47.768
8671 781.354 44.524 253.435 -0.948666 57.548 0 22.147 1 0.643366 47.775
8672 781.354 44.524 253.435 -0.948666 57.548 0 22.147 1 0.643366 47.775
8673 781.354 44.524 253.435 -0.948666 57.548 0 22.147 1 0.643366 47.775
8674 781.379 44.530 253.423 -0.947273 57.551 0 22.176 1 0.646940 47.783
8675 781.379 44.530 253.423 -0.947273 57.551 0 22.176 1 0.646940 47.783
8676 781.379 44.530 253.423 -0.947273 57.551 0 22.176 1 0.646940 47.783
8677 781.379 44.530 253.423 -0.947273 57.551 0 22.176 1 0.646940 47.783
8678 781.404 44.536 253.411 -0.946201 57.555 0 22.204 1 0.650518 47.790
8679 781.429 44.543 253.399 -0.945332 57.558 0 22.233 1 0.654095 47.798
8680 781.429 44.543 253.399 -0.945332 57.558 0 22.233 1 0.654095 47.798
8681 781.429 44.543 253.399 -0.945332 57.558 0 22.233 1 0.654095 47.798
8682 781.429 44.543 253.399 -0.945332 57.558 0 22.233 1 0.654095 47.798
8683 781.453 44.550 253.387 -0.945457 57.561 0 22.261 1 0.657629 47.805
8684 781.453 44.550 253.387 -0.945457 57.561 0 22.261 1 0.657629 47.805
8685 781.453 44.550 253.387 -0.945457 57.561 0 22.261 1 0.657629 47.805
8686 781.453 44.550 253.387 -0.945457 57.561 0 22.261 1 0.657629 47.805
8687 781.478 44.558 253.375 -0.945469 57.565 0 22.289 1 0.661160 47.812
8688 781.478 44.558 253.375 -0.945469 57.565 0 22.289 1 0.661160 47.812
8689 781.503 44.565 253.363 -0.945457 57.568 0 22.318 1 0.664696 47.819
8690 781.503 44.565 253.363 -0.945457 57.568 0 22.318 1 0.664696 47.819
8691 781.503 44.565 253.363 -0.945457 57.568 0 22.318 1 0.664696 47.819
8692 781.503 44.565 253.363 -0.945457 57.568 0 22.318 1 0.664696 47.819
8693 781.527 44.572 253.351 -0.945477 57.572 0 22.346 1 0.668226 47.827
8694 781.527 44.572 253.351 -0.945477 57.572 0 22.346 1 0.668226 47.827
8695 781.527 44.572 253.351 -0.945477 57.572 0 22.346 1 0.668226 47.827
8696 781.527 44.572 253.351 -0.945477 57.572 0 22.346 1 0.668226 47.827
8697 781.552 44.580 253.339 -0.945469 57.575 0 22.374 1 0.671762 47.834
8698 781.552 44.580 253.339 -0.945469 57.575 0 22.374 1 0.671762 47.834
8699 781.552 44.580 253.339 -0.945469 57.575 0 22.374 1 0.671762 47.834
8700 781.576 44.587 253.326 -0.945488 57.578 0 22.402 1 0.675293 47.841
8701 781.576 44.587 253.326 -0.945488 57.578 0 22.402 1 0.675293 47.841
8702 781.576 44.587 253.326 -0.945488 57.578 0 22.402 1 0.675293 47.841
8703 781.601 44.594 253.314 -0.945484 57.582 0 22.431 1 0.678829 47.849
8704 781.601 44.594 253.314 -0.945484 57.582 0 22.431 1 0.678829 47.849
8705 781.601 44.594 253.314 -0.945484 57.582 0 22.431 1 0.678829 47.849
8706 781.601 44.594 253.314 -0.945484 57.582 0 22.431 1 0.678829 47.849
8707 781.625 44.601 253.302 -0.945499 57.585 0 22.459 1 0.682360 47.856
8708 781.625 44.601 253.302 -0.945499 57.585 0 22.459 1 0.682360 47.856
8709 781.625 44.601 253.302 -0.945499 57.585 0 22.459 1 0.682360 47.856
8710 781.650 44.609 253.290 -0.945492 57.589 0 22.487 1 0.685898 47.863
8711 781.650 44.609 253.290 -0.945492 57.589 0 22.487 1 0.685898 47.863
8712 781.650 44.609 253.290 -0.945492 57.589 0 22.487 1 0.685898 47.863
8713 781.674 44.616 253.278 -0.945511 57.592 0 22.515 1 0.689428 47.871
8714 781.699 44.623 253.266 -0.945503 57.595 0 22.544 1 0.692965 47.878
8715 781.699 44.623 253.266 -0.945503 57.595 0 22.544 1 0.692965 47.878
8716 781.699 44.623 253.266 -0.945503 57.595 0 22.544 1 0.692965 47.878
8717 781.723 44.631 253.254 -0.945522 57.599 0 22.572 1 0.696495 47.885
8718 781.723 44.631 253.254 -0.945522 57.599 0 22.572 1 0.696495 47.885
8719 781.723 44.631 253.254 -0.945522 57.599 0 22.572 1 0.696495 47.885
8720 781.723 44.631 253.254 -0.945522 57.599 0 22.572 1 0.696495 47.885
8721 781.748 44.638 253.242 -0.945515 57.602 0 22.600 1 0.700031 47.892
8722 781.748 44.638 253.242 -0.945515 57.602 0 22.600 1 0.700031 47.892
8723 781.748 44.638 253.242 -0.945515 57.602 0 22.600 1 0.700031 47.892
8724 781.772 44.645 253.230 -0.945530 57.605 0 22.628 1 0.703562 47.900
8725 781.772 44.645 253.230 -0.945530 57.605 0 22.628 1 0.703562 47.900
8726 781.772 44.645 253.230 -0.945530 57.605 0 22.628 1 0.703562 47.900
8727 781.797 44.653 253.218 -0.945526 57.609 0 22.657 1 0.707098 47.907
8728 781.797 44.653 253.218 -0.945526 57.609 0 22.657 1 0.707098 47.907
8729 781.821 44.660 253.206 -0.945545 57.612 0 22.685 1 0.710629 47.914
8730 781.821 44.660 253.206 -0.945545 57.612 0 22.685 1 0.710629 47.914
8731 781.821 44.660 253.206 -0.945545 57.612 0 22.685 1 0.710629 47.914
8732 781.821 44.660 253.206 -0.945545 57.612 0 22.685 1 0.710629 47.914
8733 781.821 44.660 253.206 -0.945545 57.612 0 22.685 1 0.710629 47.914
8734 781.846 44.667 253.194 -0.945538 57.615 0 22.713 1 0.714165 47.922
8735 781.846 44.667 253.194 -0.945538 57.615 0 22.713 1 0.714165 47.922
8736 781.846 44.667 253.194 -0.945538 57.615 0 22.713 1 0.714165 47.922
8737 781.846 44.667 253.194 -0.945538 57.615 0 22.713 1 0.714165 47.922
8738 781.870 44.675 253.182 -0.945557 57.619 0 22.742 1 0.717695 47.929
8739 781.870 44.675 253.182 -0.945557 57.619 0 22.742 1 0.717695 47.929
8740 781.870 44.675 253.182 -0.945557 57.619 0 22.742 1 0.717695 47.929
8741 781.870 44.675 253.182 -0.945557 57.619 0 22.742 1 0.717695 47.929
8742 781.895 44.682 253.170 -0.945545 57.622 0 22.770 1 0.721233 47.936
8743 781.895 44.682 253.170 -0.945545 57.622 0 22.770 1 0.721233 47.936
8744 781.919 44.689 253.157 -0.945564 57.625 0 22.798 1 0.724764 47.944
8745 781.919 44.689 253.157 -0.945564 57.625 0 22.798 1 0.724764 47.944
8746 781.919 44.689 253.157 -0.945564 57.625 0 22.798 1 0.724764 47.944
8747 781.919 44.689 253.157 -0.945564 57.625 0 22.798 1 0.724764 47.944
8748 781.919 44.689 253.157 -0.945564 57.625 0 22.798 1 0.724764 47.944
8749 781.919 44.689 253.157 -0.945564 57.625 0 22.798 1 0.724764 47.944
8750 781.944 44.696 253.145 -0.945560 57.629 0 22.826 1 0.728300 47.951
8751 781.944 44.696 253.145 -0.945560 57.629 0 22.826 1 0.728300 47.951
8752 781.944 44.696 253.145 -0.945560 57.629 0 22.826 1 0.728300 47.951
8753 781.944 44.696 253.145 -0.945560 57.629 0 22.826 1 0.728300 47.951
8754 781.968 44.704 253.133 -0.945576 57.632 0 22.855 1 0.731831 47.958
8755 781.968 44.704 253.133 -0.945576 57.632 0 22.855 1 0.731831 47.958
8756 781.993 44.711 253.121 -0.945568 57.635 0 22.883 1 0.735367 47.965
8757 781.993 44.711 253.121 -0.945568 57.635 0 22.883 1 0.735367 47.965
8758 782.017 44.718 253.109 -0.945587 57.639 0 22.911 1 0.738897 47.973
8759 782.017 44.718 253.109 -0.945587 57.639 0 22.911 1 0.738897 47.973
8760 782.017 44.718 253.109 -0.945587 57.639 0 22.911 1 0.738897 47.973
8761 782.017 44.718 253.109 -0.945587 57.639 0 22.911 1 0.738897 47.973
8762 782.042 44.726 253.097 -0.945461 57.642 0 22.939 1 0.742432 47.980
8763 782.042 44.726 253.097 -0.945461 57.642 0 22.939 1 0.742432 47.980
8764 782.042 44.726 253.097 -0.945461 57.642 0 22.939 1 0.742432 47.980
8765 782.066 44.733 253.085 -0.945393 57.645 0 22.968 1 0.745968 47.987
8766 782.066 44.733 253.085 -0.945393 57.645 0 22.968 1 0.745968 47.987
8767 782.066 44.733 253.085 -0.945393 57.645 0 22.968 1 0.745968 47.987
8768 782.066 44.733 253.085 -0.945393 57.645 0 22.968 1 0.745968 47.987
8769 782.066 44.733 253.085 -0.945393 57.645 0 22.968 1 0.745968 47.987
8770 782.091 44.740 253.073 -0.945328 57.649 0 22.996 1 0.749504 47.995
8771 782.091 44.740 253.073 -0.945328 57.649 0 22.996 1 0.749504 47.995
8772 782.091 44.740 253.073 -0.945328 57.649 0 22.996 1 0.749504 47.995
8773 782.091 44.740 253.073 -0.945328 57.649 0 22.996 1 0.749504 47.995
8774 782.115 44.747 253.061 -0.945263 57.652 0 23.024 1 0.753040 48.002
8775 782.140 44.754 253.049 -0.945202 57.655 0 23.053 1 0.756577 48.009
8776 782.140 44.754 253.049 -0.945202 57.655 0 23.053 1 0.756577 48.009
8777 782.140 44.754 253.049 -0.945202 57.655 0 23.053 1 0.756577 48.009
8778 782.140 44.754 253.049 -0.945202 57.655 0 23.053 1 0.756577 48.009
8779 782.140 44.754 253.049 -0.945202 57.655 0 23.053 1 0.756577 48.009
8780 782.164 44.762 253.037 -0.945141 57.659 0 23.081 1 0.760113 48.017
8781 782.164 44.762 253.037 -0.945141 57.659 0 23.081 1 0.760113 48.017
8782 782.164 44.762 253.037 -0.945141 57.659 0 23.081 1 0.760113 48.017
8783 782.164 44.762 253.037 -0.945141 57.659 0 23.081 1 0.760113 48.017
8784 782.164 44.762 253.037 -0.945141 57.659 0 23.081 1 0.760113 48.017
8785 782.164 44.762 253.037 -0.945141 57.659 0 23.081 1 0.760113 48.017
8786 782.189 44.769 253.024 -0.945080 57.662 0 23.109 1 0.763649 48.024
8787 782.189 44.769 253.024 -0.945080 57.662 0 23.109 1 0.763649 48.024
8788 782.189 44.769 253.024 -0.945080 57.662 0 23.109 1 0.763649 48.024
8789 782.189 44.769 253.024 -0.945080 57.662 0 23.109 1 0.763649 48.024
8790 782.213 44.776 253.012 -0.945019 57.665 0 23.137 1 0.767185 48.031
8791 782.213 44.776 253.012 -0.945019 57.665 0 23.137 1 0.767185 48.031
8792 782.238 44.783 253.000 -0.944954 57.669 0 23.166 1 0.770721 48.039
8793 782.238 44.783 253.000 -0.944954 57.669 0 23.166 1 0.770721 48.039
8794 782.262 44.791 252.988 -0.944889 57.672 0 23.194 1 0.774256 48.046
8795 782.262 44.791 252.988 -0.944889 57.672 0 23.194 1 0.774256 48.046
8796 782.262 44.791 252.988 -0.944889 57.672 0 23.194 1 0.774256 48.046
8797 782.262 44.791 252.988 -0.944889 57.672 0 23.194 1 0.774256 48.046
8798 782.262 44.791 252.988 -0.944889 57.672 0 23.194 1 0.774256 48.046
8799 782.287 44.798 252.976 -0.944828 57.675 0 23.222 1 0.777792 48.053
8800 782.287 44.798 252.976 -0.944828 57.675 0 23.222 1 0.777792 48.053
8801 782.287 44.798 252.976 -0.944828 57.675 0 23.222 1 0.777792 48.053
8802 782.287 44.798 252.976 -0.944828 57.675 0 23.222 1 0.777792 48.053
8803 782.312 44.805 252.964 -0.944763 57.679 0 23.251 1 0.781328 48.060
8804 782.312 44.805 252.964 -0.944763 57.679 0 23.251 1 0.781328 48.060
8805 782.336 44.812 252.952 -0.944702 57.682 0 23.279 1 0.784863 48.068
8806 782.336 44.812 252.952 -0.944702 57.682 0 23.279 1 0.784863 48.068
8807 782.361 44.820 252.940 -0.944637 57.685 0 23.307 1 0.788399 48.075
8808 782.361 44.820 252.940 -0.944637 57.685 0 23.307 1 0.788399 48.075
8809 782.361 44.820 252.940 -0.944637 57.685 0 23.307 1 0.788399 48.075
8810 782.361 44.820 252.940 -0.944637 57.685 0 23.307 1 0.788399 48.075
8811 782.361 44.820 252.940 -0.944637 57.685 0 23.307 1 0.788399 48.075
8812 782.385 44.827 252.928 -0.944576 57.688 0 23.335 1 0.791935 48.082
8813 782.385 44.827 252.928 -0.944576 57.688 0 23.335 1 0.791935 48.082
8814 782.410 44.834 252.916 -0.944511 57.692 0 23.364 1 0.795469 48.090
8815 782.410 44.834 252.916 -0.944511 57.692 0 23.364 1 0.795469 48.090
8816 782.410 44.834 252.916 -0.944511 57.692 0 23.364 1 0.795469 48.090
8817 782.434 44.841 252.904 -0.944450 57.695 0 23.392 1 0.799006 48.097
8818 782.434 44.841 252.904 -0.944450 57.695 0 23.392 1 0.799006 48.097
8819 782.434 44.841 252.904 -0.944450 57.695 0 23.392 1 0.799006 48.097
8820 782.434 44.841 252.904 -0.944450 57.695 0 23.392 1 0.799006 48.097
8821 782.459 44.849 252.892 -0.944386 57.698 0 23.420 1 0.802542 48.104
8822 782.459 44.849 252.892 -0.944386 57.698 0 23.420 1 0.802542 48.104
8823 782.483 44.856 252.879 -0.944416 57.702 0 23.449 1 0.806072 48.112
8824 782.483 44.856 252.879 -0.944416 57.702 0 23.449 1 0.806072 48.112
8825 782.483 44.856 252.879 -0.944416 57.702 0 23.449 1 0.806072 48.112
8826 782.508 44.863 252.867 -0.944393 57.705 0 23.477 1 0.809610 48.119
8827 782.508 44.863 252.867 -0.944393 57.705 0 23.477 1 0.809610 48.119
8828 782.508 44.863 252.867 -0.944393 57.705 0 23.477 1 0.809610 48.119
8829 782.532 44.871 252.855 -0.944382 57.708 0 23.505 1 0.813147 48.126
8830 782.532 44.871 252.855 -0.944382 57.708 0 23.505 1 0.813147 48.126
8831 782.532 44.871 252.855 -0.944382 57.708 0 23.505 1 0.813147 48.126
8832 782.557 44.878 252.843 -0.944374 57.711 0 23.533 1 0.816685 48.133
8833 782.557 44.878 252.843 -0.944374 57.711 0 23.533 1 0.816685 48.133
8834 782.557 44.878 252.843 -0.944374 57.711 0 23.533 1 0.816685 48.133
8835 782.557 44.878 252.843 -0.944374 57.711 0 23.533 1 0.816685 48.133
8836 782.581 44.885 252.831 -0.944363 57.715 0 23.562 1 0.820221 48.141
8837 782.581 44.885 252.831 -0.944363 57.715 0 23.562 1 0.820221 48.141
8838 782.606 44.892 252.819 -0.944351 57.718 0 23.590 1 0.823759 48.148
8839 782.606 44.892 252.819 -0.944351 57.718 0 23.590 1 0.823759 48.148
8840 782.606 44.892 252.819 -0.944351 57.718 0 23.590 1 0.823759 48.148
8841 782.630 44.900 252.807 -0.944344 57.721 0 23.618 1 0.827297 48.155
8842 782.630 44.900 252.807 -0.944344 57.721 0 23.618 1 0.827297 48.155
8843 782.655 44.907 252.795 -0.944141 57.724 0 23.647 1 0.830837 48.163
8844 782.655 44.907 252.795 -0.944141 57.724 0 23.647 1 0.830837 48.163
8845 782.655 44.907 252.795 -0.944141 57.724 0 23.647 1 0.830837 48.163
8846 782.655 44.907 252.795 -0.944141 57.724 0 23.647 1 0.830837 48.163
8847 782.655 44.907 252.795 -0.944141 57.724 0 23.647 1 0.830837 48.163
8848 782.680 44.914 252.783 -0.943611 57.728 0 23.675 1 0.834385 48.170
8849 782.680 44.914 252.783 -0.943611 57.728 0 23.675 1 0.834385 48.170
8850 782.680 44.914 252.783 -0.943611 57.728 0 23.675 1 0.834385 48.170
8851 782.680 44.914 252.783 -0.943611 57.728 0 23.675 1 0.834385 48.170
8852 782.704 44.921 252.770 -0.943233 57.731 0 23.704 1 0.837938 48.177
8853 782.704 44.921 252.770 -0.943233 57.731 0 23.704 1 0.837938 48.177
8854 782.704 44.921 252.770 -0.943233 57.731 0 23.704 1 0.837938 48.177
8855 782.704 44.921 252.770 -0.943233 57.731 0 23.704 1 0.837938 48.177
8856 782.729 44.928 252.758 -0.942863 57.734 0 23.732 1 0.841490 48.185
8857 782.729 44.928 252.758 -0.942863 57.734 0 23.732 1 0.841490 48.185
8858 782.729 44.928 252.758 -0.942863 57.734 0 23.732 1 0.841490 48.185
8859 782.754 44.935 252.746 -0.943260 57.737 0 23.760 1 0.845034 48.192
8860 782.754 44.935 252.746 -0.943260 57.737 0 23.760 1 0.845034 48.192
8861 782.778 44.942 252.734 -0.942616 57.741 0 23.788 1 0.848562 48.199
8862 782.778 44.942 252.734 -0.942616 57.741 0 23.788 1 0.848562 48.199
8863 782.778 44.942 252.734 -0.942616 57.741 0 23.788 1 0.848562 48.199
8864 782.778 44.942 252.734 -0.942616 57.741 0 23.788 1 0.848562 48.199
8865 782.803 44.949 252.722 -0.942699 57.744 0 23.817 1 0.852091 48.207
8866 782.803 44.949 252.722 -0.942699 57.744 0 23.817 1 0.852091 48.207
8867 782.803 44.949 252.722 -0.942699 57.744 0 23.817 1 0.852091 48.207
8868 782.827 44.957 252.710 -0.942780 57.747 0 23.845 1 0.855618 48.214
8869 782.827 44.957 252.710 -0.942780 57.747 0 23.845 1 0.855618 48.214
8870 782.827 44.957 252.710 -0.942780 57.747 0 23.845 1 0.855618 48.214
8871 782.827 44.957 252.710 -0.942780 57.747 0 23.845 1 0.855618 48.214
8872 782.852 44.964 252.698 -0.942867 57.750 0 23.873 1 0.859146 48.221
8873 782.852 44.964 252.698 -0.942867 57.750 0 23.873 1 0.859146 48.221
8874 782.852 44.964 252.698 -0.942867 57.750 0 23.873 1 0.859146 48.221
8875 782.876 44.971 252.686 -0.942947 57.754 0 23.901 1 0.862673 48.228
8876 782.876 44.971 252.686 -0.942947 57.754 0 23.901 1 0.862673 48.228
8877 782.876 44.971 252.686 -0.942947 57.754 0 23.901 1 0.862673 48.228
8878 782.901 44.979 252.674 -0.943027 57.757 0 23.930 1 0.866201 48.236
8879 782.901 44.979 252.674 -0.943027 57.757 0 23.930 1 0.866201 48.236
8880 782.901 44.979 252.674 -0.943027 57.757 0 23.930 1 0.866201 48.236
8881 782.925 44.986 252.662 -0.943115 57.760 0 23.958 1 0.869728 48.243
8882 782.925 44.986 252.662 -0.943115 57.760 0 23.958 1 0.869728 48.243
8883 782.925 44.986 252.662 -0.943115 57.760 0 23.958 1 0.869728 48.243
8884 782.950 44.994 252.650 -0.943195 57.763 0 23.986 1 0.873257 48.250
8885 782.950 44.994 252.650 -0.943195 57.763 0 23.986 1 0.873257 48.250
8886 782.974 45.001 252.638 -0.943275 57.766 0 24.014 1 0.876783 48.258
8887 782.974 45.001 252.638 -0.943275 57.766 0 24.014 1 0.876783 48.258
8888 782.974 45.001 252.638 -0.943275 57.766 0 24.014 1 0.876783 48.258
8889 782.999 45.008 252.626 -0.943359 57.769 0 24.042 1 0.880312 48.265
8890 782.999 45.008 252.626 -0.943359 57.769 0 24.042 1 0.880312 48.265
8891 783.023 45.016 252.614 -0.943443 57.773 0 24.071 1 0.883839 48.272
8892 783.023 45.016 252.614 -0.943443 57.773 0 24.071 1 0.883839 48.272
8893 783.023 45.016 252.614 -0.943443 57.773 0 24.071 1 0.883839 48.272
8894 783.023 45.016 252.614 -0.943443 57.773 0 24.071 1 0.883839 48.272
8895 783.048 45.023 252.602 -0.943523 57.776 0 24.099 1 0.887367 48.280
8896 783.048 45.023 252.602 -0.943523 57.776 0 24.099 1 0.887367 48.280
8897 783.048 45.023 252.602 -0.943523 57.776 0 24.099 1 0.887367 48.280
8898 783.048 45.023 252.602 -0.943523 57.776 0 24.099 1 0.887367 48.280
8899 783.048 45.023 252.602 -0.943523 57.776 0 24.099 1 0.887367 48.280
8900 783.072 45.030 252.590 -0.943607 57.779 0 24.127 1 0.890894 48.287
8901 783.072 45.030 252.590 -0.943607 57.779 0 24.127 1 0.890894 48.287
8902 783.096 45.038 252.578 -0.943687 57.782 0 24.155 1 0.894423 48.294
8903 783.096 45.038 252.578 -0.943687 57.782 0 24.155 1 0.894423 48.294
8904 783.096 45.038 252.578 -0.943687 57.782 0 24.155 1 0.894423 48.294
8905 783.121 45.045 252.566 -0.943771 57.785 0 24.184 1 0.897949 48.301
8906 783.121 45.045 252.566 -0.943771 57.785 0 24.184 1 0.897949 48.301
8907 783.121 45.045 252.566 -0.943771 57.785 0 24.184 1 0.897949 48.301
8908 783.121 45.045 252.566 -0.943771 57.785 0 24.184 1 0.897949 48.301
8909 783.121 45.045 252.566 -0.943771 57.785 0 24.184 1 0.897949 48.301
8910 783.145 45.053 252.554 -0.943855 57.789 0 24.212 1 0.901478 48.309
8911 783.145 45.053 252.554 -0.943855 57.789 0 24.212 1 0.901478 48.309
8912 783.145 45.053 252.554 -0.943855 57.789 0 24.212 1 0.901478 48.309
8913 783.170 45.060 252.542 -0.943817 57.792 0 24.240 1 0.905014 48.316
8914 783.170 45.060 252.542 -0.943817 57.792 0 24.240 1 0.905014 48.316
8915 783.170 45.060 252.542 -0.943817 57.792 0 24.240 1 0.905014 48.316
8916 783.170 45.060 252.542 -0.943817 57.792 0 24.240 1 0.905014 48.316
8917 783.195 45.067 252.530 -0.943806 57.795 0 24.268 1 0.908550 48.323
8918 783.195 45.067 252.530 -0.943806 57.795 0 24.268 1 0.908550 48.323
8919 783.195 45.067 252.530 -0.943806 57.795 0 24.268 1 0.908550 48.323
8920 783.219 45.074 252.518 -0.943794 57.798 0 24.297 1 0.912086 48.331
8921 783.243 45.082 252.506 -0.944176 57.801 0 24.325 1 0.915619 48.338
8922 783.243 45.082 252.506 -0.944176 57.801 0 24.325 1 0.915619 48.338
8923 783.243 45.082 252.506 -0.944176 57.801 0 24.325 1 0.915619 48.338
8924 783.243 45.082 252.506 -0.944176 57.801 0 24.325 1 0.915619 48.338
8925 783.268 45.090 252.494 -0.944424 57.804 0 24.353 1 0.919147 48.345
8926 783.268 45.090 252.494 -0.944424 57.804 0 24.353 1 0.919147 48.345
