# call qx qy qz carve_dist ground_y open_to_sky path_m path_measured darkness roof_y
4865 791.588 37.447 269.649 -0.962013 39.444 1 0.000 0 0.000000 40.685
4866 791.588 37.447 269.649 -0.962013 39.444 1 0.000 0 0.000000 40.685
4867 791.588 37.447 269.649 -0.962013 39.444 1 0.000 0 0.000000 40.685
4868 791.588 37.447 269.649 -0.962013 39.444 1 0.000 0 0.000000 40.685
4869 791.588 37.447 269.649 -0.962013 39.444 1 0.000 0 0.000000 40.685
4870 791.564 37.453 269.636 -0.962074 39.451 1 0.000 0 0.000000 40.691
4871 791.564 37.453 269.636 -0.962074 39.451 1 0.000 0 0.000000 40.691
4872 791.564 37.453 269.636 -0.962074 39.451 1 0.000 0 0.000000 40.691
4873 791.539 37.460 269.623 -0.961964 39.459 1 0.000 0 0.000000 40.698
4874 791.539 37.460 269.623 -0.961964 39.459 1 0.000 0 0.000000 40.698
4875 791.539 37.460 269.623 -0.961964 39.459 1 0.000 0 0.000000 40.698
4876 791.514 37.466 269.610 -0.961895 39.467 1 0.000 0 0.000000 40.704
4877 791.514 37.466 269.610 -0.961895 39.467 1 0.000 0 0.000000 40.704
4878 791.514 37.466 269.610 -0.961895 39.467 1 0.000 0 0.000000 40.704
4879 791.490 37.472 269.596 -0.961830 39.474 1 0.000 0 0.000000 40.710
4880 791.490 37.472 269.596 -0.961830 39.474 1 0.000 0 0.000000 40.710
4881 791.490 37.472 269.596 -0.961830 39.474 1 0.000 0 0.000000 40.710
4882 791.490 37.472 269.596 -0.961830 39.474 1 0.000 0 0.000000 40.710
4883 791.465 37.478 269.583 -0.961761 39.482 1 0.000 0 0.000000 40.716
4884 791.465 37.478 269.583 -0.961761 39.482 1 0.000 0 0.000000 40.716
4885 791.440 37.484 269.570 -0.961697 39.489 1 0.000 0 0.000000 40.723
4886 791.440 37.484 269.570 -0.961697 39.489 1 0.000 0 0.000000 40.723
4887 791.440 37.484 269.570 -0.961697 39.489 1 0.000 0 0.000000 40.723
4888 791.440 37.484 269.570 -0.961697 39.489 1 0.000 0 0.000000 40.723
4889 791.416 37.491 269.556 -0.961632 39.497 1 0.000 0 0.000000 40.729
4890 791.416 37.491 269.556 -0.961632 39.497 1 0.000 0 0.000000 40.729
4891 791.416 37.491 269.556 -0.961632 39.497 1 0.000 0 0.000000 40.729
4892 791.416 37.491 269.556 -0.961632 39.497 1 0.000 0 0.000000 40.729
4893 791.391 37.497 269.543 -0.961563 39.504 1 0.000 0 0.000000 40.735
4894 791.391 37.497 269.543 -0.961563 39.504 1 0.000 0 0.000000 40.735
4895 791.391 37.497 269.543 -0.961563 39.504 1 0.000 0 0.000000 40.735
4896 791.366 37.503 269.530 -0.961498 39.512 1 0.000 0 0.000000 40.742
4897 791.366 37.503 269.530 -0.961498 39.512 1 0.000 0 0.000000 40.742
4898 791.366 37.503 269.530 -0.961498 39.512 1 0.000 0 0.000000 40.742
4899 791.366 37.503 269.530 -0.961498 39.512 1 0.000 0 0.000000 40.742
4900 791.342 37.510 269.517 -0.961571 39.520 1 0.000 0 0.000000 40.748
4901 791.342 37.510 269.517 -0.961571 39.520 1 0.000 0 0.000000 40.748
4902 791.342 37.510 269.517 -0.961571 39.520 1 0.000 0 0.000000 40.748
4903 791.317 37.516 269.504 -0.961594 39.527 1 0.000 0 0.000000 40.754
4904 791.317 37.516 269.504 -0.961594 39.527 1 0.000 0 0.000000 40.754
4905 791.317 37.516 269.504 -0.961594 39.527 1 0.000 0 0.000000 40.754
4906 791.292 37.522 269.490 -0.961617 39.535 1 0.000 0 0.000000 40.761
4907 791.292 37.522 269.490 -0.961617 39.535 1 0.000 0 0.000000 40.761
4908 791.292 37.522 269.490 -0.961617 39.535 1 0.000 0 0.000000 40.761
4909 791.292 37.522 269.490 -0.961617 39.535 1 0.000 0 0.000000 40.761
4910 791.268 37.529 269.477 -0.961643 39.542 1 0.000 0 0.000000 40.767
4911 791.268 37.529 269.477 -0.961643 39.542 1 0.000 0 0.000000 40.767
4912 791.268 37.529 269.477 -0.961643 39.542 1 0.000 0 0.000000 40.767
4913 791.268 37.529 269.477 -0.961643 39.542 1 0.000 0 0.000000 40.767
4914 791.268 37.529 269.477 -0.961643 39.542 1 0.000 0 0.000000 40.767
4915 791.243 37.535 269.464 -0.961662 39.550 1 0.000 0 0.000000 40.773
4916 791.243 37.535 269.464 -0.961662 39.550 1 0.000 0 0.000000 40.773
4917 791.243 37.535 269.464 -0.961662 39.550 1 0.000 0 0.000000 40.773
4918 791.243 37.535 269.464 -0.961662 39.550 1 0.000 0 0.000000 40.773
4919 791.218 37.541 269.451 -0.961685 39.557 1 0.000 0 0.000000 40.779
4920 791.218 37.541 269.451 -0.961685 39.557 1 0.000 0 0.000000 40.779
4921 791.218 37.541 269.451 -0.961685 39.557 1 0.000 0 0.000000 40.779
4922 791.218 37.541 269.451 -0.961685 39.557 1 0.000 0 0.000000 40.779
4923 791.194 37.547 269.438 -0.961708 39.565 1 0.000 0 0.000000 40.786
4924 791.194 37.547 269.438 -0.961708 39.565 1 0.000 0 0.000000 40.786
4925 791.194 37.547 269.438 -0.961708 39.565 1 0.000 0 0.000000 40.786
4926 791.194 37.547 269.438 -0.961708 39.565 1 0.000 0 0.000000 40.786
4927 791.169 37.554 269.424 -0.961731 39.573 1 0.000 0 0.000000 40.792
4928 791.169 37.554 269.424 -0.961731 39.573 1 0.000 0 0.000000 40.792
4929 791.169 37.554 269.424 -0.961731 39.573 1 0.000 0 0.000000 40.792
4930 791.144 37.560 269.411 -0.961754 39.580 1 0.000 0 0.000000 40.798
4931 791.095 37.573 269.385 -0.961800 39.596 1 0.000 0 0.000000 40.811
4932 791.095 37.573 269.385 -0.961800 39.596 1 0.000 0 0.000000 40.811
4933 791.095 37.573 269.385 -0.961800 39.596 1 0.000 0 0.000000 40.811
4934 791.095 37.573 269.385 -0.961800 39.596 1 0.000 0 0.000000 40.811
4935 791.095 37.573 269.385 -0.961800 39.596 1 0.000 0 0.000000 40.811
4936 791.095 37.573 269.385 -0.961800 39.596 1 0.000 0 0.000000 40.811
4937 791.070 37.579 269.372 -0.961823 39.603 1 0.000 0 0.000000 40.817
4938 791.070 37.579 269.372 -0.961823 39.603 1 0.000 0 0.000000 40.817
4939 791.070 37.579 269.372 -0.961823 39.603 1 0.000 0 0.000000 40.817
4940 791.070 37.579 269.372 -0.961823 39.603 1 0.000 0 0.000000 40.817
4941 791.046 37.585 269.359 -0.961845 39.611 1 0.000 0 0.000000 40.824
4942 791.046 37.585 269.359 -0.961845 39.611 1 0.000 0 0.000000 40.824
4943 791.046 37.585 269.359 -0.961845 39.611 1 0.000 0 0.000000 40.824
4944 791.046 37.585 269.359 -0.961845 39.611 1 0.000 0 0.000000 40.824
4945 791.021 37.592 269.345 -0.961868 39.618 1 0.000 0 0.000000 40.830
4946 791.021 37.592 269.345 -0.961868 39.618 1 0.000 0 0.000000 40.830
4947 791.021 37.592 269.345 -0.961868 39.618 1 0.000 0 0.000000 40.830
4948 791.021 37.592 269.345 -0.961868 39.618 1 0.000 0 0.000000 40.830
4949 790.996 37.598 269.332 -0.961887 39.626 1 0.000 0 0.000000 40.836
4950 790.996 37.598 269.332 -0.961887 39.626 1 0.000 0 0.000000 40.836
4951 790.996 37.598 269.332 -0.961887 39.626 1 0.000 0 0.000000 40.836
4952 790.996 37.598 269.332 -0.961887 39.626 1 0.000 0 0.000000 40.836
4953 790.972 37.604 269.319 -0.961914 39.634 1 0.000 0 0.000000 40.842
4954 790.972 37.604 269.319 -0.961914 39.634 1 0.000 0 0.000000 40.842
4955 790.972 37.604 269.319 -0.961914 39.634 1 0.000 0 0.000000 40.842
4956 790.972 37.604 269.319 -0.961914 39.634 1 0.000 0 0.000000 40.842
4957 790.947 37.611 269.306 -0.961937 39.642 1 0.000 0 0.000000 40.849
4958 790.947 37.611 269.306 -0.961937 39.642 1 0.000 0 0.000000 40.849
4959 790.947 37.611 269.306 -0.961937 39.642 1 0.000 0 0.000000 40.849
4960 790.947 37.611 269.306 -0.961937 39.642 1 0.000 0 0.000000 40.849
4961 790.922 37.617 269.293 -0.961956 39.649 1 0.000 0 0.000000 40.855
4962 790.922 37.617 269.293 -0.961956 39.649 1 0.000 0 0.000000 40.855
4963 790.922 37.617 269.293 -0.961956 39.649 1 0.000 0 0.000000 40.855
4964 790.922 37.617 269.293 -0.961956 39.649 1 0.000 0 0.000000 40.855
4965 790.898 37.623 269.279 -0.961983 39.657 1 0.000 0 0.000000 40.861
4966 790.898 37.623 269.279 -0.961983 39.657 1 0.000 0 0.000000 40.861
4967 790.898 37.623 269.279 -0.961983 39.657 1 0.000 0 0.000000 40.861
4968 790.898 37.623 269.279 -0.961983 39.657 1 0.000 0 0.000000 40.861
4969 790.873 37.630 269.266 -0.962006 39.665 1 0.000 0 0.000000 40.868
4970 790.873 37.630 269.266 -0.962006 39.665 1 0.000 0 0.000000 40.868
4971 790.873 37.630 269.266 -0.962006 39.665 1 0.000 0 0.000000 40.868
4972 790.849 37.636 269.253 -0.962025 39.672 1 0.000 0 0.000000 40.874
4973 790.849 37.636 269.253 -0.962025 39.672 1 0.000 0 0.000000 40.874
4974 790.849 37.636 269.253 -0.962025 39.672 1 0.000 0 0.000000 40.874
4975 790.849 37.636 269.253 -0.962025 39.672 1 0.000 0 0.000000 40.874
4976 790.824 37.642 269.240 -0.962051 39.680 1 0.000 0 0.000000 40.880
4977 790.824 37.642 269.240 -0.962051 39.680 1 0.000 0 0.000000 40.880
4978 790.824 37.642 269.240 -0.962051 39.680 1 0.000 0 0.000000 40.880
4979 790.799 37.649 269.227 -0.962070 39.688 1 0.000 0 0.000000 40.887
4980 790.799 37.649 269.227 -0.962070 39.688 1 0.000 0 0.000000 40.887
4981 790.799 37.649 269.227 -0.962070 39.688 1 0.000 0 0.000000 40.887
4982 790.775 37.655 269.214 -0.962093 39.696 1 0.000 0 0.000000 40.893
4983 790.775 37.655 269.214 -0.962093 39.696 1 0.000 0 0.000000 40.893
4984 790.775 37.655 269.214 -0.962093 39.696 1 0.000 0 0.000000 40.893
4985 790.775 37.655 269.214 -0.962093 39.696 1 0.000 0 0.000000 40.893
4986 790.750 37.661 269.200 -0.962120 39.703 1 0.000 0 0.000000 40.899
4987 790.750 37.661 269.200 -0.962120 39.703 1 0.000 0 0.000000 40.899
4988 790.750 37.661 269.200 -0.962120 39.703 1 0.000 0 0.000000 40.899
4989 790.725 37.668 269.187 -0.962139 39.711 1 0.000 0 0.000000 40.905
4990 790.725 37.668 269.187 -0.962139 39.711 1 0.000 0 0.000000 40.905
4991 790.725 37.668 269.187 -0.962139 39.711 1 0.000 0 0.000000 40.905
4992 790.701 37.674 269.174 -0.962162 39.719 1 0.000 0 0.000000 40.912
4993 790.701 37.674 269.174 -0.962162 39.719 1 0.000 0 0.000000 40.912
4994 790.701 37.674 269.174 -0.962162 39.719 1 0.000 0 0.000000 40.912
4995 790.701 37.674 269.174 -0.962162 39.719 1 0.000 0 0.000000 40.912
4996 790.676 37.680 269.161 -0.962185 39.727 1 0.000 0 0.000000 40.918
4997 790.676 37.680 269.161 -0.962185 39.727 1 0.000 0 0.000000 40.918
4998 790.676 37.680 269.161 -0.962185 39.727 1 0.000 0 0.000000 40.918
4999 790.651 37.686 269.148 -0.962208 39.734 1 0.000 0 0.000000 40.924
5000 790.651 37.686 269.148 -0.962208 39.734 1 0.000 0 0.000000 40.924
5001 790.651 37.686 269.148 -0.962208 39.734 1 0.000 0 0.000000 40.924
5002 790.651 37.686 269.148 -0.962208 39.734 1 0.000 0 0.000000 40.924
5003 790.627 37.693 269.134 -0.962231 39.742 1 0.000 0 0.000000 40.931
5004 790.627 37.693 269.134 -0.962231 39.742 1 0.000 0 0.000000 40.931
5005 790.627 37.693 269.134 -0.962231 39.742 1 0.000 0 0.000000 40.931
5006 790.627 37.693 269.134 -0.962231 39.742 1 0.000 0 0.000000 40.931
5007 790.602 37.699 269.121 -0.962250 39.750 1 0.000 0 0.000000 40.937
5008 790.602 37.699 269.121 -0.962250 39.750 1 0.000 0 0.000000 40.937
5009 790.602 37.699 269.121 -0.962250 39.750 1 0.000 0 0.000000 40.937
5010 790.602 37.699 269.121 -0.962250 39.750 1 0.000 0 0.000000 40.937
5011 790.602 37.699 269.121 -0.962250 39.750 1 0.000 0 0.000000 40.937
5012 790.577 37.705 269.108 -0.962276 39.758 1 0.000 0 0.000000 40.943
5013 790.577 37.705 269.108 -0.962276 39.758 1 0.000 0 0.000000 40.943
5014 790.577 37.705 269.108 -0.962276 39.758 1 0.000 0 0.000000 40.943
5015 790.577 37.705 269.108 -0.962276 39.758 1 0.000 0 0.000000 40.943
5016 790.553 37.712 269.095 -0.962299 39.766 1 0.000 0 0.000000 40.949
5017 790.553 37.712 269.095 -0.962299 39.766 1 0.000 0 0.000000 40.949
5018 790.528 37.718 269.082 -0.962311 39.774 1 0.000 0 0.000000 40.956
5019 790.528 37.718 269.082 -0.962311 39.774 1 0.000 0 0.000000 40.956
5020 790.528 37.718 269.082 -0.962311 39.774 1 0.000 0 0.000000 40.956
5021 790.528 37.718 269.082 -0.962311 39.774 1 0.000 0 0.000000 40.956
5022 790.503 37.724 269.068 -0.962326 39.781 1 0.000 0 0.000000 40.962
5023 790.503 37.724 269.068 -0.962326 39.781 1 0.000 0 0.000000 40.962
5024 790.503 37.724 269.068 -0.962326 39.781 1 0.000 0 0.000000 40.962
5025 790.503 37.724 269.068 -0.962326 39.781 1 0.000 0 0.000000 40.962
5026 790.479 37.731 269.055 -0.962337 39.789 1 0.000 0 0.000000 40.968
5027 790.479 37.731 269.055 -0.962337 39.789 1 0.000 0 0.000000 40.968
5028 790.479 37.731 269.055 -0.962337 39.789 1 0.000 0 0.000000 40.968
5029 790.454 37.737 269.042 -0.962357 39.797 1 0.000 0 0.000000 40.975
5030 790.454 37.737 269.042 -0.962357 39.797 1 0.000 0 0.000000 40.975
5031 790.454 37.737 269.042 -0.962357 39.797 1 0.000 0 0.000000 40.975
5032 790.429 37.743 269.029 -0.962364 39.805 1 0.000 0 0.000000 40.981
5033 790.429 37.743 269.029 -0.962364 39.805 1 0.000 0 0.000000 40.981
5034 790.429 37.743 269.029 -0.962364 39.805 1 0.000 0 0.000000 40.981
5035 790.405 37.750 269.016 -0.962387 39.813 1 0.000 0 0.000000 40.987
5036 790.405 37.750 269.016 -0.962387 39.813 1 0.000 0 0.000000 40.987
5037 790.405 37.750 269.016 -0.962387 39.813 1 0.000 0 0.000000 40.987
5038 790.405 37.750 269.016 -0.962387 39.813 1 0.000 0 0.000000 40.987
5039 790.380 37.756 269.003 -0.962399 39.821 1 0.000 0 0.000000 40.994
5040 790.380 37.756 269.003 -0.962399 39.821 1 0.000 0 0.000000 40.994
5041 790.380 37.756 269.003 -0.962399 39.821 1 0.000 0 0.000000 40.994
5042 790.355 37.762 268.989 -0.962414 39.829 1 0.000 0 0.000000 41.000
5043 790.355 37.762 268.989 -0.962414 39.829 1 0.000 0 0.000000 41.000
5044 790.355 37.762 268.989 -0.962414 39.829 1 0.000 0 0.000000 41.000
5045 790.355 37.762 268.989 -0.962414 39.829 1 0.000 0 0.000000 41.000
5046 790.331 37.769 268.976 -0.962429 39.837 1 0.000 0 0.000000 41.006
5047 790.331 37.769 268.976 -0.962429 39.837 1 0.000 0 0.000000 41.006
5048 790.331 37.769 268.976 -0.962429 39.837 1 0.000 0 0.000000 41.006
5049 790.331 37.769 268.976 -0.962429 39.837 1 0.000 0 0.000000 41.006
5050 790.331 37.769 268.976 -0.962429 39.837 1 0.000 0 0.000000 41.006
5051 790.306 37.775 268.963 -0.962448 39.845 1 0.000 0 0.000000 41.012
5052 790.306 37.775 268.963 -0.962448 39.845 1 0.000 0 0.000000 41.012
5053 790.306 37.775 268.963 -0.962448 39.845 1 0.000 0 0.000000 41.012
5054 790.306 37.775 268.963 -0.962448 39.845 1 0.000 0 0.000000 41.012
5055 790.281 37.781 268.950 -0.962463 39.853 1 0.000 0 0.000000 41.019
5056 790.281 37.781 268.950 -0.962463 39.853 1 0.000 0 0.000000 41.019
5057 790.281 37.781 268.950 -0.962463 39.853 1 0.000 0 0.000000 41.019
5058 790.281 37.781 268.950 -0.962463 39.853 1 0.000 0 0.000000 41.019
5059 790.257 37.788 268.936 -0.962475 39.861 1 0.000 0 0.000000 41.025
5060 790.257 37.788 268.936 -0.962475 39.861 1 0.000 0 0.000000 41.025
5061 790.257 37.788 268.936 -0.962475 39.861 1 0.000 0 0.000000 41.025
5062 790.232 37.794 268.923 -0.962490 39.869 1 0.000 0 0.000000 41.031
5063 790.232 37.794 268.923 -0.962490 39.869 1 0.000 0 0.000000 41.031
5064 790.232 37.794 268.923 -0.962490 39.869 1 0.000 0 0.000000 41.031
5065 790.232 37.794 268.923 -0.962490 39.869 1 0.000 0 0.000000 41.031
5066 790.207 37.800 268.910 -0.962509 39.877 1 0.000 0 0.000000 41.038
5067 790.207 37.800 268.910 -0.962509 39.877 1 0.000 0 0.000000 41.038
5068 790.183 37.806 268.897 -0.962521 39.885 1 0.000 0 0.000000 41.044
5069 790.183 37.806 268.897 -0.962521 39.885 1 0.000 0 0.000000 41.044
5070 790.183 37.806 268.897 -0.962521 39.885 1 0.000 0 0.000000 41.044
5071 790.183 37.806 268.897 -0.962521 39.885 1 0.000 0 0.000000 41.044
5072 790.158 37.813 268.884 -0.962536 39.893 1 0.000 0 0.000000 41.050
5073 790.158 37.813 268.884 -0.962536 39.893 1 0.000 0 0.000000 41.050
5074 790.133 37.819 268.870 -0.962551 39.901 1 0.000 0 0.000000 41.057
5075 790.133 37.819 268.870 -0.962551 39.901 1 0.000 0 0.000000 41.057
5076 790.133 37.819 268.870 -0.962551 39.901 1 0.000 0 0.000000 41.057
5077 790.133 37.819 268.870 -0.962551 39.901 1 0.000 0 0.000000 41.057
5078 790.109 37.825 268.857 -0.962570 39.909 1 0.000 0 0.000000 41.063
5079 790.109 37.825 268.857 -0.962570 39.909 1 0.000 0 0.000000 41.063
5080 790.109 37.825 268.857 -0.962570 39.909 1 0.000 0 0.000000 41.063
5081 790.084 37.832 268.844 -0.962582 39.917 1 0.000 0 0.000000 41.069
5082 790.084 37.832 268.844 -0.962582 39.917 1 0.000 0 0.000000 41.069
5083 790.084 37.832 268.844 -0.962582 39.917 1 0.000 0 0.000000 41.069
5084 790.059 37.838 268.831 -0.962601 39.925 1 0.000 0 0.000000 41.075
5085 790.059 37.838 268.831 -0.962601 39.925 1 0.000 0 0.000000 41.075
5086 790.059 37.838 268.831 -0.962601 39.925 1 0.000 0 0.000000 41.075
5087 790.059 37.838 268.831 -0.962601 39.925 1 0.000 0 0.000000 41.075
5088 790.059 37.838 268.831 -0.962601 39.925 1 0.000 0 0.000000 41.075
5089 790.035 37.844 268.818 -0.962616 39.933 1 0.000 0 0.000000 41.082
5090 790.035 37.844 268.818 -0.962616 39.933 1 0.000 0 0.000000 41.082
5091 790.035 37.844 268.818 -0.962616 39.933 1 0.000 0 0.000000 41.082
5092 790.035 37.844 268.818 -0.962616 39.933 1 0.000 0 0.000000 41.082
5093 790.035 37.844 268.818 -0.962616 39.933 1 0.000 0 0.000000 41.082
5094 790.010 37.851 268.804 -0.962631 39.941 1 0.000 0 0.000000 41.088
5095 790.010 37.851 268.804 -0.962631 39.941 1 0.000 0 0.000000 41.088
5096 790.010 37.851 268.804 -0.962631 39.941 1 0.000 0 0.000000 41.088
5097 789.985 37.857 268.791 -0.962643 39.949 1 0.000 0 0.000000 41.094
5098 789.961 37.863 268.778 -0.962662 39.957 1 0.000 0 0.000000 41.101
5099 789.961 37.863 268.778 -0.962662 39.957 1 0.000 0 0.000000 41.101
5100 789.961 37.863 268.778 -0.962662 39.957 1 0.000 0 0.000000 41.101
5101 789.961 37.863 268.778 -0.962662 39.957 1 0.000 0 0.000000 41.101
5102 789.936 37.870 268.765 -0.962677 39.965 1 0.000 0 0.000000 41.107
5103 789.936 37.870 268.765 -0.962677 39.965 1 0.000 0 0.000000 41.107
5104 789.936 37.870 268.765 -0.962677 39.965 1 0.000 0 0.000000 41.107
5105 789.911 37.876 268.751 -0.962688 39.973 1 0.000 0 0.000000 41.113
5106 789.911 37.876 268.751 -0.962688 39.973 1 0.000 0 0.000000 41.113
5107 789.911 37.876 268.751 -0.962688 39.973 1 0.000 0 0.000000 41.113
5108 789.911 37.876 268.751 -0.962688 39.973 1 0.000 0 0.000000 41.113
5109 789.887 37.882 268.738 -0.962704 39.981 1 0.000 0 0.000000 41.120
5110 789.887 37.882 268.738 -0.962704 39.981 1 0.000 0 0.000000 41.120
5111 789.887 37.882 268.738 -0.962704 39.981 1 0.000 0 0.000000 41.120
5112 789.862 37.889 268.725 -0.962719 39.990 1 0.000 0 0.000000 41.126
5113 789.862 37.889 268.725 -0.962719 39.990 1 0.000 0 0.000000 41.126
5114 789.862 37.889 268.725 -0.962719 39.990 1 0.000 0 0.000000 41.126
5115 789.862 37.889 268.725 -0.962719 39.990 1 0.000 0 0.000000 41.126
5116 789.838 37.895 268.712 -0.962727 39.998 1 0.000 0 0.000000 41.132
5117 789.838 37.895 268.712 -0.962727 39.998 1 0.000 0 0.000000 41.132
5118 789.838 37.895 268.712 -0.962727 39.998 1 0.000 0 0.000000 41.132
5119 789.838 37.895 268.712 -0.962727 39.998 1 0.000 0 0.000000 41.132
5120 789.813 37.901 268.699 -0.962742 40.006 1 0.000 0 0.000000 41.138
5121 789.788 37.907 268.685 -0.962753 40.014 1 0.000 0 0.000000 41.145
5122 789.788 37.907 268.685 -0.962753 40.014 1 0.000 0 0.000000 41.145
5123 789.788 37.907 268.685 -0.962753 40.014 1 0.000 0 0.000000 41.145
5124 789.788 37.907 268.685 -0.962753 40.014 1 0.000 0 0.000000 41.145
5125 789.764 37.914 268.672 -0.962769 40.022 1 0.000 0 0.000000 41.151
5126 789.764 37.914 268.672 -0.962769 40.022 1 0.000 0 0.000000 41.151
5127 789.764 37.914 268.672 -0.962769 40.022 1 0.000 0 0.000000 41.151
5128 789.764 37.914 268.672 -0.962769 40.022 1 0.000 0 0.000000 41.151
5129 789.764 37.914 268.672 -0.962769 40.022 1 0.000 0 0.000000 41.151
5130 789.739 37.920 268.659 -0.962780 40.030 1 0.000 0 0.000000 41.157
5131 789.739 37.920 268.659 -0.962780 40.030 1 0.000 0 0.000000 41.157
5132 789.739 37.920 268.659 -0.962780 40.030 1 0.000 0 0.000000 41.157
5133 789.714 37.926 268.646 -0.962795 40.039 1 0.000 0 0.000000 41.164
5134 789.714 37.926 268.646 -0.962795 40.039 1 0.000 0 0.000000 41.164
5135 789.714 37.926 268.646 -0.962795 40.039 1 0.000 0 0.000000 41.164
5136 789.714 37.926 268.646 -0.962795 40.039 1 0.000 0 0.000000 41.164
5137 789.714 37.926 268.646 -0.962795 40.039 1 0.000 0 0.000000 41.164
5138 789.690 37.933 268.633 -0.962582 40.047 1 0.000 0 0.000000 41.170
5139 789.690 37.933 268.633 -0.962582 40.047 1 0.000 0 0.000000 41.170
5140 789.690 37.933 268.633 -0.962582 40.047 1 0.000 0 0.000000 41.170
5141 789.665 37.939 268.619 -0.962433 40.055 1 0.000 0 0.000000 41.176
5142 789.665 37.939 268.619 -0.962433 40.055 1 0.000 0 0.000000 41.176
5143 789.665 37.939 268.619 -0.962433 40.055 1 0.000 0 0.000000 41.176
5144 789.640 37.945 268.606 -0.962475 40.063 1 0.000 0 0.000000 41.183
5145 789.640 37.945 268.606 -0.962475 40.063 1 0.000 0 0.000000 41.183
5146 789.640 37.945 268.606 -0.962475 40.063 1 0.000 0 0.000000 41.183
5147 789.640 37.945 268.606 -0.962475 40.063 1 0.000 0 0.000000 41.183
5148 789.615 37.951 268.593 -0.962543 40.072 1 0.000 0 0.000000 41.189
5149 789.615 37.951 268.593 -0.962543 40.072 1 0.000 0 0.000000 41.189
5150 789.615 37.951 268.593 -0.962543 40.072 1 0.000 0 0.000000 41.189
5151 789.615 37.951 268.593 -0.962543 40.072 1 0.000 0 0.000000 41.189
5152 789.591 37.958 268.580 -0.962608 40.080 1 0.000 0 0.000000 41.195
5153 789.591 37.958 268.580 -0.962608 40.080 1 0.000 0 0.000000 41.195
5154 789.591 37.958 268.580 -0.962608 40.080 1 0.000 0 0.000000 41.195
5155 789.591 37.958 268.580 -0.962608 40.080 1 0.000 0 0.000000 41.195
5156 789.566 37.964 268.567 -0.962669 40.088 1 0.000 0 0.000000 41.201
5157 789.566 37.964 268.567 -0.962669 40.088 1 0.000 0 0.000000 41.201
5158 789.566 37.964 268.567 -0.962669 40.088 1 0.000 0 0.000000 41.201
5159 789.541 37.970 268.553 -0.962730 40.096 1 0.000 0 0.000000 41.208
5160 789.541 37.970 268.553 -0.962730 40.096 1 0.000 0 0.000000 41.208
5161 789.541 37.970 268.553 -0.962730 40.096 1 0.000 0 0.000000 41.208
5162 789.517 37.977 268.540 -0.962795 40.104 1 0.000 0 0.000000 41.214
5163 789.517 37.977 268.540 -0.962795 40.104 1 0.000 0 0.000000 41.214
5164 789.517 37.977 268.540 -0.962795 40.104 1 0.000 0 0.000000 41.214
5165 789.517 37.977 268.540 -0.962795 40.104 1 0.000 0 0.000000 41.214
5166 789.492 37.983 268.527 -0.962841 40.113 1 0.000 0 0.000000 41.220
5167 789.492 37.983 268.527 -0.962841 40.113 1 0.000 0 0.000000 41.220
5168 789.492 37.983 268.527 -0.962841 40.113 1 0.000 0 0.000000 41.220
5169 789.492 37.983 268.527 -0.962841 40.113 1 0.000 0 0.000000 41.220
5170 789.467 37.989 268.514 -0.962837 40.121 1 0.000 0 0.000000 41.227
5171 789.467 37.989 268.514 -0.962837 40.121 1 0.000 0 0.000000 41.227
5172 789.467 37.989 268.514 -0.962837 40.121 1 0.000 0 0.000000 41.227
5173 789.467 37.989 268.514 -0.962837 40.121 1 0.000 0 0.000000 41.227
5174 789.467 37.989 268.514 -0.962837 40.121 1 0.000 0 0.000000 41.227
5175 789.443 37.996 268.501 -0.962856 40.129 1 0.000 0 0.000000 41.233
5176 789.443 37.996 268.501 -0.962856 40.129 1 0.000 0 0.000000 41.233
5177 789.443 37.996 268.501 -0.962856 40.129 1 0.000 0 0.000000 41.233
5178 789.443 37.996 268.501 -0.962856 40.129 1 0.000 0 0.000000 41.233
5179 789.443 37.996 268.501 -0.962856 40.129 1 0.000 0 0.000000 41.233
5180 789.418 38.002 268.488 -0.962875 40.138 1 0.000 0 0.000000 41.239
5181 789.418 38.002 268.488 -0.962875 40.138 1 0.000 0 0.000000 41.239
5182 789.393 38.008 268.474 -0.962898 40.146 1 0.000 0 0.000000 41.246
5183 789.393 38.008 268.474 -0.962898 40.146 1 0.000 0 0.000000 41.246
5184 789.393 38.008 268.474 -0.962898 40.146 1 0.000 0 0.000000 41.246
5185 789.393 38.008 268.474 -0.962898 40.146 1 0.000 0 0.000000 41.246
5186 789.393 38.008 268.474 -0.962898 40.146 1 0.000 0 0.000000 41.246
5187 789.369 38.015 268.461 -0.962914 40.154 1 0.000 0 0.000000 41.252
5188 789.369 38.015 268.461 -0.962914 40.154 1 0.000 0 0.000000 41.252
5189 789.369 38.015 268.461 -0.962914 40.154 1 0.000 0 0.000000 41.252
5190 789.369 38.015 268.461 -0.962914 40.154 1 0.000 0 0.000000 41.252
5191 789.344 38.021 268.448 -0.962933 40.163 1 0.000 0 0.000000 41.258
5192 789.344 38.021 268.448 -0.962933 40.163 1 0.000 0 0.000000 41.258
5193 789.344 38.021 268.448 -0.962933 40.163 1 0.000 0 0.000000 41.258
5194 789.320 38.028 268.435 -0.963299 40.171 1 0.000 0 0.000000 41.264
5195 789.320 38.028 268.435 -0.963299 40.171 1 0.000 0 0.000000 41.264
5196 789.320 38.028 268.435 -0.963299 40.171 1 0.000 0 0.000000 41.264
