# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
109 0.000000 0 0.7805 0.5243 0.3405 0.9627 0.3586 0.0000 803.344 26.881 295.097
110 0.000000 0 0.7804 0.5244 0.3405 0.9627 0.3586 0.0000 803.401 26.904 295.059
111 0.000000 0 0.7804 0.5245 0.3405 0.9627 0.3586 0.0000 803.453 26.928 295.023
112 0.000000 0 0.7803 0.5246 0.3405 0.9627 0.3586 0.0000 803.511 26.958 294.980
113 0.000000 0 0.7803 0.5246 0.3405 0.9627 0.3586 0.0000 803.561 26.986 294.944
114 0.000000 0 0.7802 0.5247 0.3405 0.9627 0.3586 0.0000 803.607 27.013 294.909
115 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 803.649 27.037 294.875
116 0.000000 0 0.7802 0.5248 0.3405 0.9627 0.3586 0.0000 803.666 27.046 294.862
117 0.000000 0 0.7801 0.5249 0.3405 0.9627 0.3586 0.0000 803.714 27.071 294.824
118 0.000000 0 0.7801 0.5249 0.3404 0.9627 0.3586 0.0000 803.760 27.093 294.788
119 0.000000 0 0.7801 0.5250 0.3404 0.9627 0.3586 0.0000 803.806 27.112 294.751
120 0.000000 0 0.7800 0.5251 0.3404 0.9627 0.3586 0.0000 803.866 27.134 294.704
121 0.000000 0 0.7800 0.5251 0.3404 0.9627 0.3586 0.0000 803.915 27.151 294.665
122 0.000000 0 0.7799 0.5252 0.3404 0.9627 0.3586 0.0000 803.962 27.166 294.629
123 0.000000 0 0.7799 0.5253 0.3404 0.9627 0.3586 0.0000 804.015 27.185 294.589
124 0.000000 0 0.7798 0.5254 0.3404 0.9627 0.3586 0.0000 804.059 27.202 294.556
125 0.000000 0 0.7798 0.5254 0.3404 0.9627 0.3586 0.0000 804.077 27.209 294.543
126 0.000000 0 0.7798 0.5254 0.3404 0.9627 0.3586 0.0000 804.108 27.223 294.521
127 0.000000 0 0.7797 0.5255 0.3404 0.9627 0.3586 0.0000 804.165 27.251 294.481
128 0.000000 0 0.7797 0.5256 0.3404 0.9627 0.3586 0.0000 804.222 27.281 294.443
129 0.000000 0 0.7797 0.5256 0.3403 0.9627 0.3586 0.0000 804.268 27.307 294.411
130 0.000000 0 0.7796 0.5257 0.3403 0.9627 0.3586 0.0000 804.320 27.337 294.377
131 0.000000 0 0.7796 0.5258 0.3403 0.9627 0.3586 0.0000 804.382 27.370 294.337
132 0.000000 0 0.7795 0.5259 0.3403 0.9627 0.3586 0.0000 804.442 27.399 294.299
133 0.000000 0 0.7795 0.5259 0.3403 0.9627 0.3586 0.0000 804.488 27.420 294.269
134 0.000000 0 0.7794 0.5260 0.3403 0.9627 0.3586 0.0000 804.533 27.438 294.240
135 0.000000 0 0.7794 0.5260 0.3403 0.9627 0.3586 0.0000 804.553 27.445 294.226
136 0.000000 0 0.7794 0.5261 0.3403 0.9627 0.3586 0.0000 804.575 27.453 294.212
137 0.000000 0 0.7794 0.5261 0.3403 0.9627 0.3586 0.0000 804.576 27.453 294.212
138 0.000000 0 0.7794 0.5261 0.3403 0.9627 0.3586 0.0000 804.596 27.460 294.198
