# Daggerfall N per-frame ENVIRONMENT log -- one line per
# PRESENTED frame, taken at the set_environment() call.
# frame dark lights sun_x sun_y sun_z sun_lum amb_lum moon_light eye_x eye_y eye_z
168 0.000000 0 0.7734 0.5356 0.3390 0.9627 0.3586 0.0000 807.471 28.794 292.136
169 0.000000 0 0.7734 0.5357 0.3390 0.9627 0.3586 0.0000 807.493 28.800 292.124
170 0.000000 0 0.7734 0.5357 0.3390 0.9627 0.3586 0.0000 807.515 28.807 292.111
171 0.000000 0 0.7734 0.5357 0.3390 0.9627 0.3586 0.0000 807.526 28.810 292.105
172 0.000000 0 0.7734 0.5357 0.3390 0.9627 0.3586 0.0000 807.540 28.815 292.097
173 0.000000 0 0.7733 0.5358 0.3390 0.9627 0.3586 0.0000 807.558 28.821 292.086
174 0.000000 0 0.7733 0.5358 0.3390 0.9627 0.3586 0.0000 807.573 28.826 292.077
175 0.000000 0 0.7733 0.5358 0.3390 0.9627 0.3586 0.0000 807.591 28.831 292.067
176 0.000000 0 0.7733 0.5358 0.3390 0.9627 0.3586 0.0000 807.604 28.836 292.059
177 0.000000 0 0.7733 0.5358 0.3390 0.9627 0.3586 0.0000 807.623 28.843 292.047
178 0.000000 0 0.7733 0.5359 0.3390 0.9627 0.3586 0.0000 807.634 28.847 292.040
179 0.000000 0 0.7733 0.5359 0.3390 0.9627 0.3586 0.0000 807.655 28.855 292.027
180 0.000000 0 0.7733 0.5359 0.3390 0.9627 0.3586 0.0000 807.660 28.857 292.024
181 0.000000 0 0.7732 0.5359 0.3390 0.9627 0.3586 0.0000 807.688 28.869 292.006
182 0.000000 0 0.7732 0.5360 0.3389 0.9627 0.3586 0.0000 807.708 28.878 291.993
183 0.000000 0 0.7732 0.5360 0.3389 0.9627 0.3586 0.0000 807.710 28.879 291.992
184 0.000000 0 0.7732 0.5360 0.3389 0.9627 0.3586 0.0000 807.729 28.888 291.979
185 0.000000 0 0.7732 0.5360 0.3389 0.9627 0.3586 0.0000 807.731 28.889 291.978
186 0.000000 0 0.7732 0.5360 0.3389 0.9627 0.3586 0.0000 807.750 28.898 291.965
187 0.000000 0 0.7732 0.5360 0.3389 0.9627 0.3586 0.0000 807.752 28.899 291.964
188 0.000000 0 0.7731 0.5361 0.3389 0.9627 0.3586 0.0000 807.782 28.915 291.944
189 0.000000 0 0.7731 0.5361 0.3389 0.9627 0.3586 0.0000 807.784 28.916 291.943
190 0.000000 0 0.7731 0.5361 0.3389 0.9627 0.3586 0.0000 807.802 28.926 291.930
191 0.000000 0 0.7731 0.5361 0.3389 0.9627 0.3586 0.0000 807.813 28.932 291.923
192 0.000000 0 0.7731 0.5361 0.3389 0.9627 0.3586 0.0000 807.825 28.939 291.915
193 0.000000 0 0.7731 0.5362 0.3389 0.9627 0.3586 0.0000 807.844 28.950 291.901
194 0.000000 0 0.7731 0.5362 0.3389 0.9627 0.3586 0.0000 807.846 28.951 291.900
195 0.000000 0 0.7731 0.5362 0.3389 0.9627 0.3586 0.0000 807.874 28.968 291.880
196 0.000000 0 0.7731 0.5362 0.3389 0.9627 0.3586 0.0000 807.876 28.969 291.878
197 0.000000 0 0.7730 0.5362 0.3389 0.9627 0.3586 0.0000 807.905 28.986 291.858
198 0.000000 0 0.7730 0.5363 0.3389 0.9627 0.3586 0.0000 807.957 29.017 291.819
199 0.000000 0 0.7730 0.5363 0.3389 0.9627 0.3586 0.0000 807.965 29.021 291.814
200 0.000000 0 0.7730 0.5363 0.3389 0.9627 0.3586 0.0000 807.975 29.026 291.806
201 0.000000 0 0.7730 0.5364 0.3389 0.9627 0.3586 0.0000 807.995 29.037 291.791
202 0.000000 0 0.7730 0.5364 0.3389 0.9627 0.3586 0.0000 807.996 29.038 291.790
203 0.000000 0 0.7729 0.5364 0.3389 0.9627 0.3586 0.0000 808.015 29.047 291.776
204 0.000000 0 0.7729 0.5364 0.3389 0.9627 0.3586 0.0000 808.016 29.048 291.775
205 0.000000 0 0.7729 0.5364 0.3389 0.9627 0.3586 0.0000 808.025 29.053 291.769
206 0.000000 0 0.7729 0.5364 0.3389 0.9627 0.3586 0.0000 808.044 29.062 291.754
207 0.000000 0 0.7729 0.5364 0.3389 0.9627 0.3586 0.0000 808.046 29.063 291.753
208 0.000000 0 0.7729 0.5365 0.3389 0.9627 0.3586 0.0000 808.066 29.072 291.737
209 0.000000 0 0.7729 0.5365 0.3389 0.9627 0.3586 0.0000 808.067 29.073 291.737
210 0.000000 0 0.7729 0.5365 0.3389 0.9627 0.3586 0.0000 808.084 29.080 291.724
211 0.000000 0 0.7729 0.5365 0.3389 0.9627 0.3586 0.0000 808.104 29.089 291.709
212 0.000000 0 0.7729 0.5365 0.3389 0.9627 0.3586 0.0000 808.105 29.089 291.708
213 0.000000 0 0.7728 0.5366 0.3389 0.9627 0.3586 0.0000 808.124 29.097 291.694
214 0.000000 0 0.7728 0.5366 0.3389 0.9627 0.3586 0.0000 808.125 29.097 291.693
215 0.000000 0 0.7728 0.5366 0.3389 0.9627 0.3586 0.0000 808.144 29.104 291.679
216 0.000000 0 0.7728 0.5366 0.3389 0.9627 0.3586 0.0000 808.145 29.105 291.678
217 0.000000 0 0.7728 0.5366 0.3389 0.9627 0.3586 0.0000 808.164 29.112 291.664
218 0.000000 0 0.7728 0.5366 0.3389 0.9627 0.3586 0.0000 808.183 29.119 291.649
219 0.000000 0 0.7728 0.5366 0.3389 0.9627 0.3586 0.0000 808.185 29.119 291.648
220 0.000000 0 0.7728 0.5367 0.3389 0.9627 0.3586 0.0000 808.204 29.126 291.634
221 0.000000 0 0.7728 0.5367 0.3389 0.9627 0.3586 0.0000 808.205 29.126 291.633
222 0.000000 0 0.7727 0.5367 0.3388 0.9627 0.3586 0.0000 808.224 29.133 291.619
223 0.000000 0 0.7727 0.5367 0.3388 0.9627 0.3586 0.0000 808.234 29.136 291.612
224 0.000000 0 0.7727 0.5367 0.3388 0.9627 0.3586 0.0000 808.244 29.139 291.605
225 0.000000 0 0.7727 0.5368 0.3388 0.9627 0.3586 0.0000 808.264 29.146 291.590
226 0.000000 0 0.7727 0.5368 0.3388 0.9627 0.3586 0.0000 808.266 29.147 291.589
227 0.000000 0 0.7727 0.5368 0.3388 0.9627 0.3586 0.0000 808.284 29.154 291.576
228 0.000000 0 0.7727 0.5368 0.3388 0.9627 0.3586 0.0000 808.304 29.161 291.562
229 0.000000 0 0.7727 0.5368 0.3388 0.9627 0.3586 0.0000 808.306 29.162 291.561
230 0.000000 0 0.7727 0.5368 0.3388 0.9627 0.3586 0.0000 808.324 29.169 291.547
231 0.000000 0 0.7727 0.5368 0.3388 0.9627 0.3586 0.0000 808.326 29.169 291.546
232 0.000000 0 0.7726 0.5369 0.3388 0.9627 0.3586 0.0000 808.345 29.177 291.533
233 0.000000 0 0.7726 0.5369 0.3388 0.9627 0.3586 0.0000 808.366 29.186 291.519
234 0.000000 0 0.7726 0.5369 0.3388 0.9627 0.3586 0.0000 808.376 29.190 291.512
235 0.000000 0 0.7726 0.5369 0.3388 0.9627 0.3586 0.0000 808.396 29.200 291.498
236 0.000000 0 0.7726 0.5369 0.3388 0.9627 0.3586 0.0000 808.398 29.200 291.497
237 0.000000 0 0.7726 0.5370 0.3388 0.9627 0.3586 0.0000 808.417 29.209 291.484
238 0.000000 0 0.7726 0.5370 0.3388 0.9627 0.3586 0.0000 808.418 29.210 291.483
239 0.000000 0 0.7726 0.5370 0.3388 0.9627 0.3586 0.0000 808.427 29.215 291.477
240 0.000000 0 0.7725 0.5370 0.3388 0.9627 0.3586 0.0000 808.448 29.225 291.463
241 0.000000 0 0.7725 0.5370 0.3388 0.9627 0.3586 0.0000 808.450 29.226 291.462
242 0.000000 0 0.7725 0.5370 0.3388 0.9627 0.3586 0.0000 808.469 29.236 291.450
243 0.000000 0 0.7725 0.5371 0.3388 0.9627 0.3586 0.0000 808.470 29.237 291.449
244 0.000000 0 0.7725 0.5371 0.3388 0.9627 0.3586 0.0000 808.489 29.247 291.436
245 0.000000 0 0.7725 0.5371 0.3388 0.9627 0.3586 0.0000 808.490 29.248 291.436
246 0.000000 0 0.7725 0.5371 0.3388 0.9627 0.3586 0.0000 808.511 29.259 291.423
247 0.000000 0 0.7725 0.5371 0.3388 0.9627 0.3586 0.0000 808.512 29.260 291.422
248 0.000000 0 0.7725 0.5371 0.3388 0.9627 0.3586 0.0000 808.532 29.271 291.410
249 0.000000 0 0.7725 0.5372 0.3388 0.9627 0.3586 0.0000 808.542 29.277 291.403
250 0.000000 0 0.7724 0.5372 0.3388 0.9627 0.3586 0.0000 808.564 29.289 291.389
251 0.000000 0 0.7724 0.5372 0.3388 0.9627 0.3586 0.0000 808.565 29.290 291.388
252 0.000000 0 0.7724 0.5372 0.3388 0.9627 0.3586 0.0000 808.574 29.295 291.383
253 0.000000 0 0.7724 0.5372 0.3388 0.9627 0.3586 0.0000 808.595 29.307 291.370
254 0.000000 0 0.7724 0.5372 0.3388 0.9627 0.3586 0.0000 808.597 29.308 291.369
255 0.000000 0 0.7724 0.5373 0.3388 0.9627 0.3586 0.0000 808.617 29.319 291.356
256 0.000000 0 0.7724 0.5373 0.3388 0.9627 0.3586 0.0000 808.638 29.332 291.343
257 0.000000 0 0.7724 0.5373 0.3388 0.9627 0.3586 0.0000 808.640 29.333 291.342
258 0.000000 0 0.7724 0.5373 0.3388 0.9627 0.3586 0.0000 808.660 29.343 291.330
259 0.000000 0 0.7724 0.5373 0.3388 0.9627 0.3586 0.0000 808.661 29.344 291.329
260 0.000000 0 0.7723 0.5373 0.3388 0.9627 0.3586 0.0000 808.681 29.355 291.317
261 0.000000 0 0.7723 0.5373 0.3388 0.9627 0.3586 0.0000 808.683 29.356 291.316
262 0.000000 0 0.7723 0.5374 0.3388 0.9627 0.3586 0.0000 808.703 29.366 291.304
263 0.000000 0 0.7723 0.5374 0.3388 0.9627 0.3586 0.0000 808.715 29.372 291.296
264 0.000000 0 0.7723 0.5374 0.3388 0.9627 0.3586 0.0000 808.735 29.382 291.284
265 0.000000 0 0.7723 0.5374 0.3388 0.9627 0.3586 0.0000 808.736 29.383 291.284
